Code,Name,Manufacturer,Character,System Type,Category,Subtype,Item Type,Part Type,Description,Note,Elemental,Canonical Name,Canonical Rarity,General Category,Specific Category,Is Legendary,Matched Legendary Name,Moved From Manufacturer,Moved Manufacturer Type,Search Text
{11:21},TED_SG.part_mag_05_borg,Tediore,,,Shotgun,nan,Shotgun,Magazine,,,2.6s Reload,TED_SG.part_mag_05_borg,Common,Weapon Part,Magazine,False,,,,{11:21} ted_sg.part_mag_05_borg tediore shotgun magazine 2.6s reload common weapon part magazine
{11:22},TED_SG.part_mag_04_cov,Tediore,,,Shotgun,nan,Shotgun,Magazine,,,3.0s Reload,TED_SG.part_mag_04_cov,Common,Weapon Part,Magazine,False,,,,{11:22} ted_sg.part_mag_04_cov tediore shotgun magazine 3.0s reload common weapon part magazine
{11:23},TED_SG.part_mag_01,Tediore,,,Shotgun,nan,Shotgun,Magazine,,,2.0s Reload,TED_SG.part_mag_01,Common,Weapon Part,Magazine,False,,,,{11:23} ted_sg.part_mag_01 tediore shotgun magazine 2.0s reload common weapon part magazine
{11:24},TED_SG.part_mag_02,Tediore,,,Shotgun,nan,Shotgun,Magazine,,,2.0s Reload,TED_SG.part_mag_02,Common,Weapon Part,Magazine,False,,,,{11:24} ted_sg.part_mag_02 tediore shotgun magazine 2.0s reload common weapon part magazine
{11:25},TED_SG.part_mag_03_tor,Tediore,,,Shotgun,nan,Shotgun,Magazine,,,2.0s Reload,TED_SG.part_mag_03_tor,Common,Weapon Part,Magazine,False,,,,{11:25} ted_sg.part_mag_03_tor tediore shotgun magazine 2.0s reload common weapon part magazine
{11:26},TED_SG.part_mag_torgue_normal,Tediore,,,Shotgun,nan,Shotgun,Manufacturer Part,,,Torgue Impact Gyrojets,TED_SG.part_mag_torgue_normal,Common,Weapon Part,Manufacturer Part,False,,,,{11:26} ted_sg.part_mag_torgue_normal tediore shotgun manufacturer part torgue impact gyrojets common weapon part manufacturer part
{11:27},TED_SG.part_mag_torgue_sticky,Tediore,,,Shotgun,nan,Shotgun,Manufacturer Part,,,Torgue Sticky Gyrojets,TED_SG.part_mag_torgue_sticky,Common,Weapon Part,Manufacturer Part,False,,,,{11:27} ted_sg.part_mag_torgue_sticky tediore shotgun manufacturer part torgue sticky gyrojets common weapon part manufacturer part
{11:28},TED_SG.part_scope_ironsight,Tediore,,,Shotgun,nan,Shotgun,Scope,,,ADS,TED_SG.part_scope_ironsight,Common,Weapon Part,Scope,False,,,,{11:28} ted_sg.part_scope_ironsight tediore shotgun scope ads common weapon part scope
{11:29},TED_SG.part_scope_01_lens_01,Tediore,,,Shotgun,nan,Shotgun,Scope,,,ADS +++Zoom,TED_SG.part_scope_01_lens_01,Common,Weapon Part,Scope,False,,,,{11:29} ted_sg.part_scope_01_lens_01 tediore shotgun scope ads +++zoom common weapon part scope
{11:30},TED_SG.part_scope_01_lens_02,Tediore,,,Shotgun,nan,Shotgun,Scope,,,ADS ++Zoom,TED_SG.part_scope_01_lens_02,Common,Weapon Part,Scope,False,,,,{11:30} ted_sg.part_scope_01_lens_02 tediore shotgun scope ads ++zoom common weapon part scope
{11:31},TED_SG.part_scope_02_lens_01,Tediore,,,Shotgun,nan,Shotgun,Scope,,,ADS +Zoom,TED_SG.part_scope_02_lens_01,Common,Weapon Part,Scope,False,,,,{11:31} ted_sg.part_scope_02_lens_01 tediore shotgun scope ads +zoom common weapon part scope
{11:32},TED_SG.part_scope_02_lens_02,Tediore,,,Shotgun,nan,Shotgun,Scope,,,ADS ++Zoom,TED_SG.part_scope_02_lens_02,Common,Weapon Part,Scope,False,,,,{11:32} ted_sg.part_scope_02_lens_02 tediore shotgun scope ads ++zoom common weapon part scope
{11:33},TED_SG.part_scope_acc_s01_l01_a,Tediore,,,Shotgun,nan,Shotgun,Scope Accessory,,,+Damage,TED_SG.part_scope_acc_s01_l01_a,Common,Weapon Part,Scope Accessory,False,,,,{11:33} ted_sg.part_scope_acc_s01_l01_a tediore shotgun scope accessory +damage common weapon part scope accessory
{11:34},TED_SG.part_scope_acc_s01_l01_b,Tediore,,,Shotgun,nan,Shotgun,Scope Accessory,,,-Reload Speed,TED_SG.part_scope_acc_s01_l01_b,Common,Weapon Part,Scope Accessory,False,,,,{11:34} ted_sg.part_scope_acc_s01_l01_b tediore shotgun scope accessory -reload speed common weapon part scope accessory
{11:35},TED_SG.part_scope_acc_s02_l01_a,Tediore,,,Shotgun,nan,Shotgun,Scope Accessory,,,No Stat Changes,TED_SG.part_scope_acc_s02_l01_a,Common,Weapon Part,Scope Accessory,False,,,,{11:35} ted_sg.part_scope_acc_s02_l01_a tediore shotgun scope accessory no stat changes common weapon part scope accessory
{11:36},TED_SG.part_scope_acc_s02_l01_b,Tediore,,,Shotgun,nan,Shotgun,Scope Accessory,,,+Crit Damage,TED_SG.part_scope_acc_s02_l01_b,Common,Weapon Part,Scope Accessory,False,,,,{11:36} ted_sg.part_scope_acc_s02_l01_b tediore shotgun scope accessory +crit damage common weapon part scope accessory
{11:37},TED_SG.part_scope_acc_s01_l02_a,Tediore,,,Shotgun,nan,Shotgun,Scope Accessory,,,+Damage,TED_SG.part_scope_acc_s01_l02_a,Common,Weapon Part,Scope Accessory,False,,,,{11:37} ted_sg.part_scope_acc_s01_l02_a tediore shotgun scope accessory +damage common weapon part scope accessory
{11:38},TED_SG.part_scope_acc_s01_l02_b,Tediore,,,Shotgun,nan,Shotgun,Scope Accessory,,,-Reload Speed,TED_SG.part_scope_acc_s01_l02_b,Common,Weapon Part,Scope Accessory,False,,,,{11:38} ted_sg.part_scope_acc_s01_l02_b tediore shotgun scope accessory -reload speed common weapon part scope accessory
{11:39},TED_SG.part_scope_acc_s02_l02_a,Tediore,,,Shotgun,nan,Shotgun,Scope Accessory,,,No Stat Changes,TED_SG.part_scope_acc_s02_l02_a,Common,Weapon Part,Scope Accessory,False,,,,{11:39} ted_sg.part_scope_acc_s02_l02_a tediore shotgun scope accessory no stat changes common weapon part scope accessory
{11:40},TED_SG.part_scope_acc_s02_l02_b,Tediore,,,Shotgun,nan,Shotgun,Scope Accessory,,,+Crit Damage,TED_SG.part_scope_acc_s02_l02_b,Common,Weapon Part,Scope Accessory,False,,,,{11:40} ted_sg.part_scope_acc_s02_l02_b tediore shotgun scope accessory +crit damage common weapon part scope accessory
{11:41},TED_SG.part_grip_05a_ted_legs,Tediore,,,Shotgun,nan,Shotgun,Grip,,,Tediore reload modifier: Legs,TED_SG.part_grip_05a_ted_legs,Common,Weapon Part,Grip,False,,,,{11:41} ted_sg.part_grip_05a_ted_legs tediore shotgun grip tediore reload modifier: legs common weapon part grip
{11:42},TED_SG.part_grip_05c_ted_jav,Tediore,,,Shotgun,nan,Shotgun,Grip,,,Tediore reload modifier: Javelin,TED_SG.part_grip_05c_ted_jav,Common,Weapon Part,Grip,False,,,,{11:42} ted_sg.part_grip_05c_ted_jav tediore shotgun grip tediore reload modifier: javelin common weapon part grip
{11:43},TED_SG.part_grip_05b_ted_homing,Tediore,,,Shotgun,nan,Shotgun,Grip,,,Tediore reload modifier: Homing,TED_SG.part_grip_05b_ted_homing,Common,Weapon Part,Grip,False,,,,{11:43} ted_sg.part_grip_05b_ted_homing tediore shotgun grip tediore reload modifier: homing common weapon part grip
{11:44},TED_SG.part_grip_04_hyp,Tediore,,,Shotgun,nan,Shotgun,Grip,,,Hyperion Grip,TED_SG.part_grip_04_hyp,Common,Weapon Part,Grip,False,,,,{11:44} ted_sg.part_grip_04_hyp tediore shotgun grip hyperion grip common weapon part grip
{11:45},TED_SG.part_grip_01,Tediore,,,Shotgun,nan,Shotgun,Grip,,,+Damage,TED_SG.part_grip_01,Common,Weapon Part,Grip,False,,,,{11:45} ted_sg.part_grip_01 tediore shotgun grip +damage common weapon part grip
{11:46},TED_SG.part_grip_02,Tediore,,,Shotgun,nan,Shotgun,Grip,,,+Fire Rate,TED_SG.part_grip_02,Common,Weapon Part,Grip,False,,,,{11:46} ted_sg.part_grip_02 tediore shotgun grip +fire rate common weapon part grip
{11:47},TED_SG.part_grip_03,Tediore,,,Shotgun,nan,Shotgun,Grip,,,+Ammo,TED_SG.part_grip_03,Common,Weapon Part,Grip,False,,,,{11:47} ted_sg.part_grip_03 tediore shotgun grip +ammo common weapon part grip
{11:48},TED_SG.part_underbarrel_04_atlas,Tediore,,,Shotgun,nan,Shotgun,Underbarrel,,,Atlas Tracker Darts,TED_SG.part_underbarrel_04_atlas,Common,Weapon Part,Underbarrel,False,,,,{11:48} ted_sg.part_underbarrel_04_atlas tediore shotgun underbarrel atlas tracker darts common weapon part underbarrel
{11:49},TED_SG.part_underbarrel_04_atlas_ball,Tediore,,,Shotgun,nan,Shotgun,Underbarrel,,,Atlas Tracker Grenades,TED_SG.part_underbarrel_04_atlas_ball,Common,Grenade Part,Underbarrel,False,,,,{11:49} ted_sg.part_underbarrel_04_atlas_ball tediore shotgun underbarrel atlas tracker grenades common grenade part underbarrel
{11:50},TED_SG.part_underbarrel_03_deployable_shield,Tediore,,,Shotgun,nan,Shotgun,Underbarrel,,,Alt Fire - Deployable Barrier,TED_SG.part_underbarrel_03_deployable_shield,Common,Weapon Part,Underbarrel,False,,,,{11:50} ted_sg.part_underbarrel_03_deployable_shield tediore shotgun underbarrel alt fire - deployable barrier common weapon part underbarrel
{11:51},TED_SG.part_underbarrel_02_stickymine,Tediore,,,Shotgun,nan,Shotgun,Underbarrel,,,Alt Fire - Proximity Mines,TED_SG.part_underbarrel_02_stickymine,Common,Weapon Part,Underbarrel,False,,,,{11:51} ted_sg.part_underbarrel_02_stickymine tediore shotgun underbarrel alt fire - proximity mines common weapon part underbarrel
{11:52},TED_SG.part_foregrip_01,Tediore,,,Shotgun,nan,Shotgun,Foregrip,,,+Damage,TED_SG.part_foregrip_01,Common,Weapon Part,Foregrip,False,,,,{11:52} ted_sg.part_foregrip_01 tediore shotgun foregrip +damage common weapon part foregrip
{11:53},TED_SG.part_foregrip_03,Tediore,,,Shotgun,nan,Shotgun,Foregrip,,,+Accuracy,TED_SG.part_foregrip_03,Common,Weapon Part,Foregrip,False,,,,{11:53} ted_sg.part_foregrip_03 tediore shotgun foregrip +accuracy common weapon part foregrip
{11:54},TED_SG.part_foregrip_02,Tediore,,,Shotgun,nan,Shotgun,Foregrip,,,+Fire Rate,TED_SG.part_foregrip_02,Common,Weapon Part,Foregrip,False,,,,{11:54} ted_sg.part_foregrip_02 tediore shotgun foregrip +fire rate common weapon part foregrip
{11:55},TED_SG.part_rarity,Tediore,,,Shotgun,nan,Shotgun,Rarity,Acey May Skin,,Can be used for skin,Acey May Skin,Legendary,Weapon Part,Rarity,True,Acey May,,,{11:55} ted_sg.part_rarity tediore shotgun rarity acey may skin can be used for skin legendary weapon part rarity
{11:56},TED_SG.part_underbarrel_06_malswitch,Tediore,,,Shotgun,nan,Shotgun,Underbarrel,,,Maliwan Element Switch,TED_SG.part_underbarrel_06_malswitch,Common,Weapon Part,Underbarrel,False,,,,{11:56} ted_sg.part_underbarrel_06_malswitch tediore shotgun underbarrel maliwan element switch common weapon part underbarrel
{11:57},TED_SG.part_underbarrel_01_autoturret,Tediore,,,Shotgun,nan,Shotgun,Underbarrel,,,Alt Fire - Digital Backup,TED_SG.part_underbarrel_01_autoturret,Common,Weapon Part,Underbarrel,False,,,,{11:57} ted_sg.part_underbarrel_01_autoturret tediore shotgun underbarrel alt fire - digital backup common weapon part underbarrel
{11:58},TED_SG.part_rarity,Tediore,,,Shotgun,nan,Shotgun,Rarity,Missilaser Skin,,Can be used for skin,Missilaser Skin,Legendary,Weapon Part,Rarity,True,Missilaser,,,{11:58} ted_sg.part_rarity tediore shotgun rarity missilaser skin can be used for skin legendary weapon part rarity
{11:59},TED_SG.part_secondary_ammo_ps,Tediore,,,Shotgun,nan,Shotgun,Manufacturer Part,,,Daedalus Pistol Ammo,TED_SG.part_secondary_ammo_ps,Common,Weapon Part,Manufacturer Part,False,,,,{11:59} ted_sg.part_secondary_ammo_ps tediore shotgun manufacturer part daedalus pistol ammo common weapon part manufacturer part
{11:60},TED_SG.part_secondary_ammo_ar,Tediore,,,Shotgun,nan,Shotgun,Manufacturer Part,,,Daedalus AR Ammo,TED_SG.part_secondary_ammo_ar,Common,Weapon Part,Manufacturer Part,False,,,,{11:60} ted_sg.part_secondary_ammo_ar tediore shotgun manufacturer part daedalus ar ammo common weapon part manufacturer part
{11:61},TED_SG.part_secondary_ammo_sr,Tediore,,,Shotgun,nan,Shotgun,Manufacturer Part,,,Daedalus SR Ammo,TED_SG.part_secondary_ammo_sr,Common,Weapon Part,Manufacturer Part,False,,,,{11:61} ted_sg.part_secondary_ammo_sr tediore shotgun manufacturer part daedalus sr ammo common weapon part manufacturer part
{11:62},TED_SG.part_barrel_01_a,Tediore,,,Shotgun,nan,Shotgun,Barrel Accessory,,,+Damage,TED_SG.part_barrel_01_a,Common,Weapon Part,Barrel Accessory,False,,,,{11:62} ted_sg.part_barrel_01_a tediore shotgun barrel accessory +damage common weapon part barrel accessory
{11:63},TED_SG.part_barrel_01_b,Tediore,,,Shotgun,nan,Shotgun,Barrel Accessory,,,+Ammo,TED_SG.part_barrel_01_b,Common,Weapon Part,Barrel Accessory,False,,,,{11:63} ted_sg.part_barrel_01_b tediore shotgun barrel accessory +ammo common weapon part barrel accessory
{11:64},TED_SG.part_barrel_01_c,Tediore,,,Shotgun,nan,Shotgun,Barrel Accessory,,,+Ammo,TED_SG.part_barrel_01_c,Common,Weapon Part,Barrel Accessory,False,,,,{11:64} ted_sg.part_barrel_01_c tediore shotgun barrel accessory +ammo common weapon part barrel accessory
{11:65},TED_SG.part_barrel_01_d,Tediore,,,Shotgun,nan,Shotgun,Barrel Accessory,,,+Accuracy,TED_SG.part_barrel_01_d,Common,Weapon Part,Barrel Accessory,False,,,,{11:65} ted_sg.part_barrel_01_d tediore shotgun barrel accessory +accuracy common weapon part barrel accessory
{11:66},TED_SG.part_barrel_02_a,Tediore,,,Shotgun,nan,Shotgun,Barrel Accessory,,,+Damage,TED_SG.part_barrel_02_a,Common,Weapon Part,Barrel Accessory,False,,,,{11:66} ted_sg.part_barrel_02_a tediore shotgun barrel accessory +damage common weapon part barrel accessory
{11:67},TED_SG.part_barrel_02_b,Tediore,,,Shotgun,nan,Shotgun,Barrel Accessory,,,+Accuracy,TED_SG.part_barrel_02_b,Common,Weapon Part,Barrel Accessory,False,,,,{11:67} ted_sg.part_barrel_02_b tediore shotgun barrel accessory +accuracy common weapon part barrel accessory
{11:68},TED_SG.part_barrel_02_c,Tediore,,,Shotgun,nan,Shotgun,Barrel Accessory,,,+Fire Rate,TED_SG.part_barrel_02_c,Common,Weapon Part,Barrel Accessory,False,,,,{11:68} ted_sg.part_barrel_02_c tediore shotgun barrel accessory +fire rate common weapon part barrel accessory
{11:69},TED_SG.part_barrel_02_d,Tediore,,,Shotgun,nan,Shotgun,Barrel Accessory,,,+Fire Rate,TED_SG.part_barrel_02_d,Common,Weapon Part,Barrel Accessory,False,,,,{11:69} ted_sg.part_barrel_02_d tediore shotgun barrel accessory +fire rate common weapon part barrel accessory
{11:70},TED_SG.part_barrel_licensed_jak,Tediore,,,Shotgun,nan,Shotgun,Manufacturer Part,,,Jakobs Ricochet,TED_SG.part_barrel_licensed_jak,Common,Weapon Part,Manufacturer Part,False,,,,{11:70} ted_sg.part_barrel_licensed_jak tediore shotgun manufacturer part jakobs ricochet common weapon part manufacturer part
{11:71},TED_SG.part_barrel_licensed_hyp,Tediore,,,Shotgun,nan,Shotgun,Manufacturer Part,,,Hyperion Shield visual accessory,TED_SG.part_barrel_licensed_hyp,Common,Weapon Part,Manufacturer Part,False,,,,{11:71} ted_sg.part_barrel_licensed_hyp tediore shotgun manufacturer part hyperion shield visual accessory common weapon part manufacturer part
{11:72},TED_SG.part_barrel_licensed_multi,Tediore,,,Shotgun,nan,Shotgun,Manufacturer Part,,,No Stat Changes,TED_SG.part_barrel_licensed_multi,Common,Weapon Part,Manufacturer Part,False,,,,{11:72} ted_sg.part_barrel_licensed_multi tediore shotgun manufacturer part no stat changes common weapon part manufacturer part
{11:73},TED_SG.part_grip_05a_ted_legs_mirv,Tediore,,,Shotgun,nan,Shotgun,Grip,,,Tediore reload modifier: Legs,TED_SG.part_grip_05a_ted_legs_mirv,Common,Weapon Part,Grip,False,,,,{11:73} ted_sg.part_grip_05a_ted_legs_mirv tediore shotgun grip tediore reload modifier: legs common weapon part grip
{11:74},TED_SG.part_barrel_licensed_ted_replicator_multi,Tediore,,,Shotgun,nan,Shotgun,Manufacturer Part,,,No Stat Changes,TED_SG.part_barrel_licensed_ted_replicator_multi,Common,Weapon Part,Manufacturer Part,False,,,,{11:74} ted_sg.part_barrel_licensed_ted_replicator_multi tediore shotgun manufacturer part no stat changes common weapon part manufacturer part
{11:75},TED_SG.part_barrel_01_anarchy,Tediore,,,Shotgun,nan,Shotgun,Barrel,,,Anarchy,TED_SG.part_barrel_01_anarchy,Legendary,Weapon Part,Barrel,True,Anarchy,,,{11:75} ted_sg.part_barrel_01_anarchy tediore shotgun barrel anarchy legendary weapon part barrel
{11:76},TED_SG.comp_05_legendary_anarchy,Tediore,,,Shotgun,nan,Shotgun,Rarity,Anarchy,,,Anarchy,Legendary,Weapon Part,Rarity,True,Anarchy,,,{11:76} ted_sg.comp_05_legendary_anarchy tediore shotgun rarity anarchy legendary weapon part rarity
{11:77},TED_SG.part_barrel_01_commbd,Tediore,,,Shotgun,nan,Shotgun,Barrel,,,Forsaken Chaos,TED_SG.part_barrel_01_commbd,Legendary,Weapon Part,Barrel,True,Forsaken Chaos,,,{11:77} ted_sg.part_barrel_01_commbd tediore shotgun barrel forsaken chaos legendary weapon part barrel
{11:78},TED_SG.comp_05_legendary_commBD,Tediore,,,Shotgun,nan,Shotgun,Rarity,Forsaken Chaos,,,Forsaken Chaos,Legendary,Weapon Part,Rarity,True,Forsaken Chaos,,,{11:78} ted_sg.comp_05_legendary_commbd tediore shotgun rarity forsaken chaos legendary weapon part rarity
{11:79},TED_SG.part_underbarrel_01_heavyturret,Tediore,,,Shotgun,nan,Shotgun,Underbarrel,,,Husky Auto Turret - Perk: Husky auto turret,TED_SG.part_underbarrel_01_heavyturret,Common,Weapon Part,Underbarrel,False,,,,{11:79} ted_sg.part_underbarrel_01_heavyturret tediore shotgun underbarrel husky auto turret - perk: husky auto turret common weapon part underbarrel
{11:80},TED_SG.comp_05_legendary_HeavyTurret,Tediore,,,Shotgun,nan,Shotgun,Rarity,Husky Friend,,,Husky Friend,Legendary,Weapon Part,Rarity,True,Husky Friend,,,{11:80} ted_sg.comp_05_legendary_heavyturret tediore shotgun rarity husky friend legendary weapon part rarity
{11:81},TED_SG.part_barrel_01_Eigenburst,Tediore,,,Shotgun,nan,Shotgun,Barrel,,,Eigenburst,TED_SG.part_barrel_01_Eigenburst,Legendary,Weapon Part,Barrel,True,Eigenburst,,,{11:81} ted_sg.part_barrel_01_eigenburst tediore shotgun barrel eigenburst legendary weapon part barrel
{11:82},TED_SG.comp_05_legendary_Eigenburst,Tediore,,,Shotgun,nan,Shotgun,Rarity,Eigenburst,,Pearl (pearlescent rarity). Can be used for skin,Eigenburst,Legendary,Weapon Part,Rarity,True,Eigenburst,,,{11:82} ted_sg.comp_05_legendary_eigenburst tediore shotgun rarity eigenburst pearl (pearlescent rarity). can be used for skin legendary weapon part rarity
{11:95},TED_SG.comp_01_common,Tediore,,,Shotgun,nan,Shotgun,Rarity,,,,TED_SG.comp_01_common,Common,Weapon Part,Rarity,False,,,,{11:95} ted_sg.comp_01_common tediore shotgun rarity common weapon part rarity
{11:96},TED_SG.comp_02_uncommon,Tediore,,,Shotgun,nan,Shotgun,Rarity,,,,TED_SG.comp_02_uncommon,Uncommon,Weapon Part,Rarity,False,,,,{11:96} ted_sg.comp_02_uncommon tediore shotgun rarity uncommon weapon part rarity
{11:97},TED_SG.comp_03_rare,Tediore,,,Shotgun,nan,Shotgun,Rarity,,,,TED_SG.comp_03_rare,Rare,Weapon Part,Rarity,False,,,,{11:97} ted_sg.comp_03_rare tediore shotgun rarity rare weapon part rarity
{11:98},TED_SG.comp_04_epic,Tediore,,,Shotgun,nan,Shotgun,Rarity,,,,TED_SG.comp_04_epic,Epic,Weapon Part,Rarity,False,,,,{11:98} ted_sg.comp_04_epic tediore shotgun rarity epic weapon part rarity
{12:1},TOR_SG.comp_05_legendary_Linebacker,Torgue,,,Shotgun,nan,Shotgun,Rarity,Linebacker,,Can be used for skin,Linebacker,Legendary,Weapon Part,Rarity,True,Linebacker,,,{12:1} tor_sg.comp_05_legendary_linebacker torgue shotgun rarity linebacker can be used for skin legendary weapon part rarity
{12:2},TOR_SG.part_body,Torgue,,,Shotgun,nan,Shotgun,Body,,,No Stat Changes,TOR_SG.part_body,Common,Weapon Part,Body,False,,,,{12:2} tor_sg.part_body torgue shotgun body no stat changes common weapon part body
{12:3},TOR_SG.part_body_a,Torgue,,,Shotgun,nan,Shotgun,Body Accessory,,,-Reload Speed,TOR_SG.part_body_a,Common,Weapon Part,Body Accessory,False,,,,{12:3} tor_sg.part_body_a torgue shotgun body accessory -reload speed common weapon part body accessory
{12:4},TOR_SG.part_body_b,Torgue,,,Shotgun,nan,Shotgun,Body Accessory,,,+Damage,TOR_SG.part_body_b,Common,Weapon Part,Body Accessory,False,,,,{12:4} tor_sg.part_body_b torgue shotgun body accessory +damage common weapon part body accessory
{12:5},TOR_SG.part_body_c,Torgue,,,Shotgun,nan,Shotgun,Body Accessory,,,+Accuracy,TOR_SG.part_body_c,Common,Weapon Part,Body Accessory,False,,,,{12:5} tor_sg.part_body_c torgue shotgun body accessory +accuracy common weapon part body accessory
{12:6},TOR_SG.part_body_d,Torgue,,,Shotgun,nan,Shotgun,Body Accessory,,,No Stat Changes,TOR_SG.part_body_d,Common,Weapon Part,Body Accessory,False,,,,{12:6} tor_sg.part_body_d torgue shotgun body accessory no stat changes common weapon part body accessory
{12:7},TOR_SG.part_barrel_01,Torgue,,,Shotgun,nan,Shotgun,Barrel,,,Rider,TOR_SG.part_barrel_01,Common,Weapon Part,Barrel,False,,,,{12:7} tor_sg.part_barrel_01 torgue shotgun barrel rider common weapon part barrel
{12:8},TOR_SG.part_barrel_02,Torgue,,,Shotgun,nan,Shotgun,Barrel,,,Crank,TOR_SG.part_barrel_02,Common,Weapon Part,Barrel,False,,,,{12:8} tor_sg.part_barrel_02 torgue shotgun barrel crank common weapon part barrel
{12:9},TOR_SG.part_shield_default,Torgue,,,Shotgun,nan,Shotgun,Manufacturer Part,,,Hyperion Shield,TOR_SG.part_shield_default,Common,Weapon Part,Manufacturer Part,False,,,,{12:9} tor_sg.part_shield_default torgue shotgun manufacturer part hyperion shield common weapon part manufacturer part
{12:10},TOR_SG.part_shield_ricochet,Torgue,,,Shotgun,nan,Shotgun,Manufacturer Part,,,Hyperion Ricochet Shield,TOR_SG.part_shield_ricochet,Common,Weapon Part,Manufacturer Part,False,,,,{12:10} tor_sg.part_shield_ricochet torgue shotgun manufacturer part hyperion ricochet shield common weapon part manufacturer part
{12:11},TOR_SG.part_shield_ammo,Torgue,,,Shotgun,nan,Shotgun,Manufacturer Part,,,Hyperion Absorb Shield,TOR_SG.part_shield_ammo,Common,Weapon Part,Manufacturer Part,False,,,,{12:11} tor_sg.part_shield_ammo torgue shotgun manufacturer part hyperion absorb shield common weapon part manufacturer part
{12:12},TOR_SG.part_shield_amp,Torgue,,,Shotgun,nan,Shotgun,Manufacturer Part,,,Hyperion Amp Shield,TOR_SG.part_shield_amp,Common,Weapon Part,Manufacturer Part,False,,,,{12:12} tor_sg.part_shield_amp torgue shotgun manufacturer part hyperion amp shield common weapon part manufacturer part
{12:13},TOR_SG.part_mag_05_borg,Torgue,,,Shotgun,nan,Shotgun,Magazine,,,2.4s Reload,TOR_SG.part_mag_05_borg,Common,Weapon Part,Magazine,False,,,,{12:13} tor_sg.part_mag_05_borg torgue shotgun magazine 2.4s reload common weapon part magazine
{12:14},TOR_SG.part_mag_04_cov,Torgue,,,Shotgun,nan,Shotgun,Magazine,,,3.3s Reload,TOR_SG.part_mag_04_cov,Common,Weapon Part,Magazine,False,,,,{12:14} tor_sg.part_mag_04_cov torgue shotgun magazine 3.3s reload common weapon part magazine
{12:15},TOR_SG.part_mag_01,Torgue,,,Shotgun,nan,Shotgun,Magazine,,,2.0s Reload,TOR_SG.part_mag_01,Common,Weapon Part,Magazine,False,,,,{12:15} tor_sg.part_mag_01 torgue shotgun magazine 2.0s reload common weapon part magazine
{12:16},TOR_SG.part_mag_02,Torgue,,,Shotgun,nan,Shotgun,Magazine,,,1.2s Reload,TOR_SG.part_mag_02,Common,Weapon Part,Magazine,False,,,,{12:16} tor_sg.part_mag_02 torgue shotgun magazine 1.2s reload common weapon part magazine
{12:17},TOR_SG.part_mag_ted_thrown_01,Torgue,,,Shotgun,nan,Shotgun,Stat Modifier,,,2.0s Reload,TOR_SG.part_mag_ted_thrown_01,Common,Weapon Part,Stat Modifier,False,,,,{12:17} tor_sg.part_mag_ted_thrown_01 torgue shotgun stat modifier 2.0s reload common weapon part stat modifier
{12:18},TOR_SG.part_mag_ted_thrown_02,Torgue,,,Shotgun,nan,Shotgun,Stat Modifier,,,2.0s Reload,TOR_SG.part_mag_ted_thrown_02,Common,Weapon Part,Stat Modifier,False,,,,{12:18} tor_sg.part_mag_ted_thrown_02 torgue shotgun stat modifier 2.0s reload common weapon part stat modifier
{12:19},TOR_SG.part_mag_ted_thrown_04_cov,Torgue,,,Shotgun,nan,Shotgun,Stat Modifier,,,3.0s Reload,TOR_SG.part_mag_ted_thrown_04_cov,Common,Weapon Part,Stat Modifier,False,,,,{12:19} tor_sg.part_mag_ted_thrown_04_cov torgue shotgun stat modifier 3.0s reload common weapon part stat modifier
{12:20},TOR_SG.part_mag_ted_thrown_05_bor,Torgue,,,Shotgun,nan,Shotgun,Stat Modifier,,,3.0s Reload,TOR_SG.part_mag_ted_thrown_05_bor,Common,Weapon Part,Stat Modifier,False,,,,{12:20} tor_sg.part_mag_ted_thrown_05_bor torgue shotgun stat modifier 3.0s reload common weapon part stat modifier
{12:21},TOR_SG.part_scope_ironsight,Torgue,,,Shotgun,nan,Shotgun,Scope,,,ADS,TOR_SG.part_scope_ironsight,Common,Weapon Part,Scope,False,,,,{12:21} tor_sg.part_scope_ironsight torgue shotgun scope ads common weapon part scope
{12:22},TOR_SG.part_scope_01_lens_01,Torgue,,,Shotgun,nan,Shotgun,Scope,,,ADS,TOR_SG.part_scope_01_lens_01,Common,Weapon Part,Scope,False,,,,{12:22} tor_sg.part_scope_01_lens_01 torgue shotgun scope ads common weapon part scope
{12:23},TOR_SG.part_scope_01_lens_02,Torgue,,,Shotgun,nan,Shotgun,Scope,,,ADS +Zoom,TOR_SG.part_scope_01_lens_02,Common,Weapon Part,Scope,False,,,,{12:23} tor_sg.part_scope_01_lens_02 torgue shotgun scope ads +zoom common weapon part scope
{12:24},TOR_SG.part_scope_02_lens_01,Torgue,,,Shotgun,nan,Shotgun,Scope,,,ADS +Zoom,TOR_SG.part_scope_02_lens_01,Common,Weapon Part,Scope,False,,,,{12:24} tor_sg.part_scope_02_lens_01 torgue shotgun scope ads +zoom common weapon part scope
{12:25},TOR_SG.part_scope_02_lens_02,Torgue,,,Shotgun,nan,Shotgun,Scope,,,ADS +Zoom,TOR_SG.part_scope_02_lens_02,Common,Weapon Part,Scope,False,,,,{12:25} tor_sg.part_scope_02_lens_02 torgue shotgun scope ads +zoom common weapon part scope
