Manufacturer & Weapon Type ID,Manufacturer,Weapon Type,Part ID,Part Type,String,Stat
24,Jakobs,Sniper,69,Manufacturer Part,JAK_SR.part_barrel_licensed_hyp,"Hyperion Shield visual accessory, no stat changes"
24,Jakobs,Sniper,70,Manufacturer Part,JAK_SR.part_secondary_ammo_sg,Daedalus Shotgun Ammo
24,Jakobs,Sniper,72,Barrel,JAK_SR.part_barrel_ballista,"Borstel ballista, 7027 Damage, 86% Acc, 0.8/s FR"
24,Jakobs,Sniper,74,Barrel,JAK_SR.part_barrel_02_boomslang,"Boomslang, 6090 Damage, 95% Acc, 0.8/2 FR"
24,Jakobs,Sniper,75,Barrel,JAK_SR.part_barrel_truck,"Truck, 7027 Damage, 87% Acc, 1.0/s FR"
10,Maliwan,Shotgun,2,Body,MAL_SG.part_body,"No stat changes, always present"
10,Maliwan,Shotgun,3,Body Accessory,MAL_SG.part_body_a,-Reload Speed
10,Maliwan,Shotgun,4,Body Accessory,MAL_SG.part_body_b,+Ammo
10,Maliwan,Shotgun,5,Body Accessory,MAL_SG.part_body_c,+Accuracy
10,Maliwan,Shotgun,6,Body Accessory,MAL_SG.part_body_d,+Elemental Damage
10,Maliwan,Shotgun,7,Barrel,MAL_SG.part_barrel_01_kickballer,"Kickballer, 5131 Damage, 77% Acc, 0.8/s FR"
10,Maliwan,Shotgun,8,Barrel,MAL_SG.part_barrel_01,"Stellium, 5131 Damage, 77% Acc, 0.8/s FR"
10,Maliwan,Shotgun,9,Barrel,MAL_SG.part_barrel_02,"Vertex, 2677 x 2 Damage, 75% Acc, 1.1/s FR, 2 Shot"
10,Maliwan,Shotgun,10,Manufacturer Part,MAL_SG.part_shield_default,Hyperion Shield
10,Maliwan,Shotgun,11,Manufacturer Part,MAL_SG.part_shield_ricochet,Hyperion Ricochet Shield
10,Maliwan,Shotgun,12,Manufacturer Part,MAL_SG.part_shield_ammo,Hyperion Absorb Shield
10,Maliwan,Shotgun,13,Manufacturer Part,MAL_SG.part_shield_amp,Hyperion Amp Shield
10,Maliwan,Shotgun,14,Magazine,MAL_SG.part_mag_05_borg,"2.8s Reload, -Damage, +Fire Rate, 10 Shots, Ripper Mag"
10,Maliwan,Shotgun,15,Magazine,MAL_SG.part_mag_04_cov,"3.5s Reload, +Damage, -Acc, 8 Shots, CoV Mag"
10,Maliwan,Shotgun,16,Magazine,MAL_SG.part_mag_01,"2.4s Reload, +Damage, 6 Shots"
10,Maliwan,Shotgun,17,Magazine,MAL_SG.part_mag_02,"2.0s Reload, -Acc, 8 Shots"
10,Maliwan,Shotgun,18,Stat Modifier,MAL_SG.part_mag_ted_thrown_01,1.7s Reload
10,Maliwan,Shotgun,19,Stat Modifier,MAL_SG.part_mag_ted_thrown_02,1.7s Reload
10,Maliwan,Shotgun,20,Stat Modifier,MAL_SG.part_mag_ted_thrown_03_tor,1.7s Reload
10,Maliwan,Shotgun,21,Stat Modifier,MAL_SG.part_mag_ted_thrown_04_cov,3.0s Reload
10,Maliwan,Shotgun,22,Stat Modifier,MAL_SG.part_mag_ted_thrown_05_bor,2.5s Reload
10,Maliwan,Shotgun,23,Scope,MAL_SG.part_scope_ironsight,ADS
10,Maliwan,Shotgun,24,Scope,MAL_SG.part_scope_01_lens_01,ADS +Zoom
10,Maliwan,Shotgun,25,Scope,MAL_SG.part_scope_01_lens_02,ADS +Zoom
10,Maliwan,Shotgun,26,Scope,MAL_SG.part_scope_02_lens_01,ADS ++Zoom
10,Maliwan,Shotgun,27,Scope,MAL_SG.part_scope_02_lens_02,ADS +++Zoom
10,Maliwan,Shotgun,28,Scope Accessory,MAL_SG.part_scope_acc_s01_l01_a,+Damage
10,Maliwan,Shotgun,29,Scope Accessory,MAL_SG.part_scope_acc_s01_l01_b,-Reload Speed
10,Maliwan,Shotgun,30,Scope Accessory,MAL_SG.part_scope_acc_s02_l01_a,+Stability
10,Maliwan,Shotgun,31,Scope Accessory,MAL_SG.part_scope_acc_s02_l01_b,+Elemental Damage
10,Maliwan,Shotgun,32,Scope Accessory,MAL_SG.part_scope_acc_s01_l02_a,+Damage
10,Maliwan,Shotgun,33,Scope Accessory,MAL_SG.part_scope_acc_s01_l02_b,-Reload Speed
10,Maliwan,Shotgun,34,Scope Accessory,MAL_SG.part_scope_acc_s02_l02_a,+Stability
10,Maliwan,Shotgun,35,Scope Accessory,MAL_SG.part_scope_acc_s02_l02_b,+Elemental Damage
10,Maliwan,Shotgun,36,Grip,MAL_SG.part_grip_05a_ted_legs,"Tediore reload modifier: Legs, no stat changes"
10,Maliwan,Shotgun,37,Grip,MAL_SG.part_grip_05b_ted_homing,"Tediore reload modifier: Homing, no stat changes"
10,Maliwan,Shotgun,38,Grip,MAL_SG.part_grip_05c_ted_jav,"Tediore reload modifier: Javelin, no stat changes"
10,Maliwan,Shotgun,39,Grip,MAL_SG.part_grip_04_hyp,"Hyperion Grip, -Acc, Acc increases with continuous fire"
10,Maliwan,Shotgun,40,Grip,MAL_SG.part_grip_01,+Damage
10,Maliwan,Shotgun,41,Grip,MAL_SG.part_grip_02,+Fire Rate
10,Maliwan,Shotgun,42,Grip,MAL_SG.part_grip_03,-Reload Speed
10,Maliwan,Shotgun,43,Underbarrel,MAL_SG.part_underbarrel_03_beam_tosser,Alt Fire - Beam Tosser
10,Maliwan,Shotgun,44,Underbarrel,MAL_SG.part_underbarrel_02_energydisc,Alt Fire - Energy Disc
10,Maliwan,Shotgun,45,Underbarrel,MAL_SG.part_underbarrel_04_atlas_ball,Atlas Tracker Grenades
10,Maliwan,Shotgun,46,Underbarrel,MAL_SG.part_underbarrel_05_ammoswitcher,"Underbarrel switch, no effects"
10,Maliwan,Shotgun,47,Foregrip,MAL_SG.part_foregrip_02,+Fire Rate
10,Maliwan,Shotgun,48,Foregrip,MAL_SG.part_foregrip_03,+Accuracy
10,Maliwan,Shotgun,49,Underbarrel,MAL_SG.part_underbarrel_01_blowback,Alt Fire - Energy Blast
10,Maliwan,Shotgun,50,Underbarrel,MAL_SG.part_underbarrel_04_atlas,Atlas Tracker Darts
10,Maliwan,Shotgun,51,Foregrip,MAL_SG.part_foregrip_01,+Damage
10,Maliwan,Shotgun,52,Manufacturer Part,MAL_SG.part_secondary_ammo_smg,Daedalus SMG Ammo
10,Maliwan,Shotgun,53,Manufacturer Part,MAL_SG.part_secondary_ammo_ar,Daedalus AR Ammo
10,Maliwan,Shotgun,54,Manufacturer Part,MAL_SG.part_secondary_ammo_ps,Daedalus Pistol Ammo
10,Maliwan,Shotgun,55,Manufacturer Part,MAL_SG.part_secondary_ammo_sr,Daedalus SR Ammo
10,Maliwan,Shotgun,56,Barrel,MAL_SG.part_barrel_01_kaleidosplode,"Kaleidosplode, 1171 Damage, 77% Acc, 1.0/s FR"
10,Maliwan,Shotgun,58,Barrel,MAL_SG.part_barrel_02_sweet_embrace,"Sweet Embrace, 2510 x 4 Damage, 72% Acc, 1.0/s FR, 2 Shot"
10,Maliwan,Shotgun,59,Foregrip,MAL_SG.part_foregrip_04,No Stat Changes
10,Maliwan,Shotgun,62,Barrel,MAL_SG.part_barrel_02_mantra,"Mantra, 3430 Damage, 86% Acc, 2.3/s FR"
10,Maliwan,Shotgun,63,Barrel Accessory,MAL_SG.part_barrel_01_a,+Damage
10,Maliwan,Shotgun,64,Barrel Accessory,MAL_SG.part_barrel_01_b,+Elemental Damage
10,Maliwan,Shotgun,65,Barrel Accessory,MAL_SG.part_barrel_01_c,+Elemental Damage
10,Maliwan,Shotgun,66,Barrel Accessory,MAL_SG.part_barrel_01_d,+Accuracy
10,Maliwan,Shotgun,67,Barrel Accessory,MAL_SG.part_barrel_02_a,+Damage
10,Maliwan,Shotgun,68,Barrel Accessory,MAL_SG.part_barrel_02_b,+Accuracy
10,Maliwan,Shotgun,69,Barrel Accessory,MAL_SG.part_barrel_02_c,+Fire Rate
10,Maliwan,Shotgun,70,Barrel Accessory,MAL_SG.part_barrel_02_d,+Fire Rate
10,Maliwan,Shotgun,71,Manufacturer Part,MAL_SG.part_barrel_licensed_jak,Jakobs Ricochet
10,Maliwan,Shotgun,72,Manufacturer Part,MAL_SG.part_barrel_licensed_ted,"Tediore Reload, no stat changes"
10,Maliwan,Shotgun,73,Manufacturer Part,MAL_SG.part_barrel_licensed_ted_shooting,"Tediore Shooting, no stat changes"
10,Maliwan,Shotgun,74,Manufacturer Part,MAL_SG.part_barrel_licensed_ted_mirv,"Tediore MIRV, no stat changes"
10,Maliwan,Shotgun,75,Manufacturer Part,MAL_SG.part_barrel_licensed_ted_combo,"Tediore Combo, no stat changes"
10,Maliwan,Shotgun,76,Manufacturer Part,MAL_SG.part_barrel_licensed_hyp,"Hyperion Shield visual accessory, no stat changes"
10,Maliwan,Shotgun,77,Manufacturer Part,MAL_SG.part_mag_torgue_normal,Torgue Impact Gyrojets
10,Maliwan,Shotgun,78,Manufacturer Part,MAL_SG.part_mag_torgue_sticky,Torgue Sticky Gyrojets
10,Maliwan,Shotgun,79,Magazine,MAL_SG.part_mag_03_tor,"2.2s Reload, +Damage, -Fire Rate, 4 Shots, Torgue"
21,Maliwan,SMG,2,Body,MAL_SM.part_body,"No stat changes, always present"
21,Maliwan,SMG,3,Body Accessory,MAL_SM.part_body_a,-Reload Speed
21,Maliwan,SMG,4,Body Accessory,MAL_SM.part_body_b,+Ammo
21,Maliwan,SMG,5,Body Accessory,MAL_SM.part_body_c,+Accuracy
21,Maliwan,SMG,6,Body Accessory,MAL_SM.part_body_d,No Stat Changes
21,Maliwan,SMG,7,Barrel,MAL_SM.part_barrel_01,"Ephemeris, 580 Damage, 80% Acc, 7.3/s FR"
21,Maliwan,SMG,8,Barrel,MAL_SM.part_barrel_02,"Synastry, 714 Damage, 81% Acc, 5.3/s FR"
21,Maliwan,SMG,9,Manufacturer Part,MAL_SM.part_shield_default,Hyperion Shield
21,Maliwan,SMG,10,Manufacturer Part,MAL_SM.part_shield_ricochet,Hyperion Ricochet Shield
21,Maliwan,SMG,11,Manufacturer Part,MAL_SM.part_shield_ammo,Hyperion Absorb Shield
21,Maliwan,SMG,12,Manufacturer Part,MAL_SM.part_shield_amp,Hyperion Amp Shield
21,Maliwan,SMG,13,Magazine,MAL_SM.part_mag_01,"2.2s Reload, 28 Shots"
21,Maliwan,SMG,14,Magazine,MAL_SM.part_mag_02,"2.7s Reload, -Damage, 36 Shots"
21,Maliwan,SMG,15,Magazine,MAL_SM.part_mag_03_tor,"2.4s Reload, +Damage, -Fire Rate, 24 Shots, Torgue"
21,Maliwan,SMG,16,Magazine,MAL_SM.part_mag_04_cov,"3.4s Reload, +Damage, -Acc, 37 Shots, CoV Mag"
21,Maliwan,SMG,17,Magazine,MAL_SM.part_mag_05_borg,"2.0s Reload, -Damage, -Acc, +Fire Rate, 40 Shots, Ripper Mag"
21,Maliwan,SMG,18,Manufacturer Part,MAL_SM.part_mag_torgue_normal,Torgue Impact Gyrojets
21,Maliwan,SMG,19,Manufacturer Part,MAL_SM.part_mag_torgue_sticky,Torgue Sticky Gyrojets
21,Maliwan,SMG,20,Stat Modifier,MAL_SM.part_mag_ted_thrown_01,2.0s Reload
21,Maliwan,SMG,21,Stat Modifier,MAL_SM.part_mag_ted_thrown_02,2.0s Reload
21,Maliwan,SMG,22,Stat Modifier,MAL_SM.part_mag_ted_thrown_03_tor,2.0s Reload
21,Maliwan,SMG,23,Stat Modifier,MAL_SM.part_mag_ted_thrown_04_cov,3.0s Reload
21,Maliwan,SMG,24,Stat Modifier,MAL_SM.part_mag_ted_thrown_05_bor,3.0s Reload
21,Maliwan,SMG,25,Scope,MAL_SM.part_scope_ironsight,ADS
21,Maliwan,SMG,26,Scope,MAL_SM.part_scope_01_lens_01,ADS +Zoom
21,Maliwan,SMG,27,Scope,MAL_SM.part_scope_01_lens_02,ADS +Zoom
21,Maliwan,SMG,28,Scope,MAL_SM.part_scope_02_lens_01,ADS ++Zoom
21,Maliwan,SMG,29,Scope,MAL_SM.part_scope_02_lens_02,ADS ++Zoom
21,Maliwan,SMG,30,Scope Accessory,MAL_SM.part_scope_acc_S01_L01_a,+Damage
21,Maliwan,SMG,31,Scope Accessory,MAL_SM.part_scope_acc_S01_L01_b,-Reload Speed
21,Maliwan,SMG,32,Scope Accessory,MAL_SM.part_scope_acc_S02_L01_a,No Stat Changes
21,Maliwan,SMG,33,Scope Accessory,MAL_SM.part_scope_acc_S02_L01_b,No Stat Changes
21,Maliwan,SMG,34,Scope Accessory,MAL_SM.part_scope_acc_S01_L02_a,+Damage
21,Maliwan,SMG,35,Scope Accessory,MAL_SM.part_scope_acc_S01_L02_b,-Reload Speed
21,Maliwan,SMG,36,Scope Accessory,MAL_SM.part_scope_acc_S02_L02_a,No Stat Changes
21,Maliwan,SMG,37,Scope Accessory,MAL_SM.part_scope_acc_S02_L02_b,No Stat Changes
21,Maliwan,SMG,38,Grip,MAL_SM.part_grip_05c_ted_jav,"Tediore reload modifier: Javelin, no stat changes"
21,Maliwan,SMG,39,Grip,MAL_SM.part_grip_05b_ted_homing,"Tediore reload modifier: Homing, no stat changes"
21,Maliwan,SMG,40,Grip,MAL_SM.part_grip_05a_ted_legs,"Tediore reload modifier: Legs, no stat changes"
21,Maliwan,SMG,41,Grip,MAL_SM.part_grip_04_hyp,"Hyperion Grip, -Acc, Acc increases with continuous fire"
21,Maliwan,SMG,42,Grip,MAL_SM.part_grip_01,+Damage
21,Maliwan,SMG,43,Grip,MAL_SM.part_grip_02,+Fire Rate
21,Maliwan,SMG,44,Grip,MAL_SM.part_grip_03,-Reload Speed
21,Maliwan,SMG,45,Underbarrel,MAL_SM.part_underbarrel_03_railgun,Alt Fire - Railgun
21,Maliwan,SMG,46,Underbarrel,MAL_SM.part_underbarrel_02_overcharge,Alt Fire - Energy Discharge
21,Maliwan,SMG,47,Underbarrel,MAL_SM.part_underbarrel_04_atlas_ball,Atlas Tracker Grenades
21,Maliwan,SMG,48,Underbarrel,MAL_SM.part_underbarrel_05_ammoswitcher,"Underbarrel switch, no effects"
21,Maliwan,SMG,49,Foregrip,MAL_SM.part_foregrip_02,+Fire Rate
21,Maliwan,SMG,50,Foregrip,MAL_SM.part_foregrip_03,+Accuracy
21,Maliwan,SMG,51,Foregrip,MAL_SM.part_foregrip_01,+Damage
21,Maliwan,SMG,52,Underbarrel,MAL_SM.part_underbarrel_04_atlas,Atlas Tracker Darts
21,Maliwan,SMG,53,Underbarrel,MAL_SM.part_underbarrel_01_laserwire,Alt Fire - Laser Wire
21,Maliwan,SMG,54,Manufacturer Part,MAL_SM.part_secondary_ammo_sg,Daedalus Shotgun Ammo
21,Maliwan,SMG,55,Manufacturer Part,MAL_SM.part_secondary_ammo_ar,Daedalus AR Ammo
21,Maliwan,SMG,56,Manufacturer Part,MAL_SM.part_secondary_ammo_ps,Daedalus Pistol Ammo
21,Maliwan,SMG,57,Manufacturer Part,MAL_SM.part_secondary_ammo_sr,Daedalus SR Ammo
21,Maliwan,SMG,59,Barrel,MAL_SM.part_barrel_01_OhmIGot,"Ohm I Got, 803 Damage, 100% Acc, 8.0/s FR, 2 Shot"
21,Maliwan,SMG,61,Barrel Accessory,MAL_SM.part_barrel_02_d_PlasmaCoil,"+Damage, +Fire Rate, +Ammo"
21,Maliwan,SMG,62,Barrel,MAL_SM.part_barrel_02_PlasmaCoil,"Plasma Coil, 937 Damage, 84% Acc, 7.7/s FR"
21,Maliwan,SMG,65,Barrel Accessory,MAL_SM.part_barrel_01_a,+Damage
21,Maliwan,SMG,66,Barrel Accessory,MAL_SM.part_barrel_01_b,No Stat Changes
21,Maliwan,SMG,67,Barrel Accessory,MAL_SM.part_barrel_01_c,No Stat Changes
21,Maliwan,SMG,68,Barrel Accessory,MAL_SM.part_barrel_01_d,+Accuracy
21,Maliwan,SMG,69,Barrel Accessory,MAL_SM.part_barrel_02_a,+Damage
21,Maliwan,SMG,70,Barrel Accessory,MAL_SM.part_barrel_02_b,+Accuracy
21,Maliwan,SMG,71,Barrel Accessory,MAL_SM.part_barrel_02_c,+Fire Rate
21,Maliwan,SMG,72,Barrel Accessory,MAL_SM.part_barrel_02_d,+Fire Rate
21,Maliwan,SMG,73,Manufacturer Part,MAL_SM.part_barrel_licensed_jak,Jakobs Ricochet
21,Maliwan,SMG,74,Manufacturer Part,MAL_SM.part_barrel_licensed_ted,"Tediore Reload, no stat changes"
21,Maliwan,SMG,75,Manufacturer Part,MAL_SM.part_barrel_licensed_ted_shooting,"Tediore Shooting, no stat changes"
21,Maliwan,SMG,76,Manufacturer Part,MAL_SM.part_barrel_licensed_ted_mirv,"Tediore MIRV, no stat changes"
21,Maliwan,SMG,77,Manufacturer Part,MAL_SM.part_barrel_licensed_ted_combo,"Tediore Combo, no stat changes"
21,Maliwan,SMG,78,Manufacturer Part,MAL_SM.part_barrel_licensed_hyp,"Hyperion Shield visual accessory, no stat changes"
25,Maliwan,Sniper,2,Body,MAL_SR.part_body,"No stat changes, always present"
25,Maliwan,Sniper,3,Body Accessory,MAL_SR.part_body_a,-Reload Speed
25,Maliwan,Sniper,4,Body Accessory,MAL_SR.part_body_b,+Ammo
25,Maliwan,Sniper,5,Body Accessory,MAL_SR.part_body_c,+Accuracy
25,Maliwan,Sniper,6,Body Accessory,MAL_SR.part_body_d,No Stat Changes
25,Maliwan,Sniper,7,Barrel,MAL_SR.part_barrel_01,"Midheaven, 2483 Damage, 89% Acc, 1.9/s FR"
25,Maliwan,Sniper,8,Barrel,MAL_SR.part_barrel_02,"Transit, 2483 Damage, 92% Acc, 3.0/s FR"
25,Maliwan,Sniper,9,Manufacturer Part,MAL_SR.part_shield_default,Hyperion Shield
25,Maliwan,Sniper,10,Manufacturer Part,MAL_SR.part_shield_ricochet,Hyperion Ricochet Shield
25,Maliwan,Sniper,11,Manufacturer Part,MAL_SR.part_shield_ammo,Hyperion Absorb Shield
25,Maliwan,Sniper,12,Manufacturer Part,MAL_SR.part_shield_amp,Hyperion Amp Shield
25,Maliwan,Sniper,13,Magazine,MAL_SR.part_mag_01,"2.7s Reload, 8 Shots"
25,Maliwan,Sniper,14,Magazine,MAL_SR.part_mag_02,"3.2s Reload, 10 Shots"
25,Maliwan,Sniper,15,Magazine,MAL_SR.part_mag_03_tor,"2.2s Reload, +Damage, -Fire Rate, 6 Shots, Torgue"
25,Maliwan,Sniper,16,Magazine,MAL_SR.part_mag_04_cov,"3.8s Reload, -Damage, -Acc, 10 Shots, CoV Mag"
25,Maliwan,Sniper,17,Magazine,MAL_SR.part_mag_05_borg,"2.1s Reload, +Fire Rate, 12 Shots, Ripper Mag"
25,Maliwan,Sniper,18,Manufacturer Part,MAL_SR.part_mag_torgue_normal,Torgue Impact Gyrojets
25,Maliwan,Sniper,19,Manufacturer Part,MAL_SR.part_mag_torgue_sticky,Torgue Sticky Gyrojets
25,Maliwan,Sniper,20,Barrel,MAL_SR.part_barrel_01_complex_root,"Complex Root, 2342 Damage, 85% Acc, 1.2/s FR"
25,Maliwan,Sniper,21,Stat Modifier,MAL_SR.part_mag_ted_thrown_01,2.0s Reload
25,Maliwan,Sniper,22,Stat Modifier,MAL_SR.part_mag_ted_thrown_02,2.0s Reload
25,Maliwan,Sniper,23,Stat Modifier,MAL_SR.part_mag_ted_thrown_03_tor,2.0s Reload
25,Maliwan,Sniper,24,Stat Modifier,MAL_SR.part_mag_ted_thrown_04_cov,3.0s Reload
25,Maliwan,Sniper,25,Stat Modifier,MAL_SR.part_mag_ted_thrown_05_bor,3.0s Reload
25,Maliwan,Sniper,26,Scope,MAL_SR.part_scope_ironsight,ADS
25,Maliwan,Sniper,27,Scope,MAL_SR.part_scope_01_lens_01,ADS +Zoom
25,Maliwan,Sniper,28,Scope,MAL_SR.part_scope_01_lens_02,ADS ++Zoom
25,Maliwan,Sniper,29,Scope,MAL_SR.part_scope_02_lens_01,ADS +++Zoom
25,Maliwan,Sniper,30,Scope,MAL_SR.part_scope_02_lens_02,ADS ++Zoom
25,Maliwan,Sniper,31,Scope Accessory,MAL_SR.part_scope_acc_s01_l01_a,+Damage
25,Maliwan,Sniper,32,Scope Accessory,MAL_SR.part_scope_acc_s01_l01_b,-Reload Speed
25,Maliwan,Sniper,33,Scope Accessory,MAL_SR.part_scope_acc_s02_l01_a,No Stat Changes
25,Maliwan,Sniper,34,Scope Accessory,MAL_SR.part_scope_acc_s02_l01_b,No Stat Changes
25,Maliwan,Sniper,35,Scope Accessory,MAL_SR.part_scope_acc_s01_l02_a,+Damage
25,Maliwan,Sniper,36,Scope Accessory,MAL_SR.part_scope_acc_s01_l02_b,-Reload Speed
25,Maliwan,Sniper,37,Scope Accessory,MAL_SR.part_scope_acc_s02_l02_a,No Stat Changes
25,Maliwan,Sniper,38,Scope Accessory,MAL_SR.part_scope_acc_s02_l02_b,No Stat Changes
25,Maliwan,Sniper,39,Grip,MAL_SR.part_grip_05c_ted_jav,"Tediore reload modifier: Javelin, no stat changes"
25,Maliwan,Sniper,40,Grip,MAL_SR.part_grip_05b_ted_homing,"Tediore reload modifier: Homing, no stat changes"
25,Maliwan,Sniper,41,Grip,MAL_SR.part_grip_05a_ted_legs,"Tediore reload modifier: Legs, no stat changes"
25,Maliwan,Sniper,42,Grip,MAL_SR.part_grip_04_hyp,"Hyperion Grip, -Acc, Acc increases with continuous fire"
25,Maliwan,Sniper,43,Grip,MAL_SR.part_grip_01,+Damage
25,Maliwan,Sniper,44,Grip,MAL_SR.part_grip_02,+Fire Rate
25,Maliwan,Sniper,45,Grip,MAL_SR.part_grip_03,-Reload Speed
25,Maliwan,Sniper,46,Underbarrel,MAL_SR.part_underbarrel_05_ammoswitcher,"Underbarrel switch, no effects"
25,Maliwan,Sniper,47,Underbarrel,MAL_SR.part_underbarrel_04_atlas_ball,Atlas Tracker Grenades
25,Maliwan,Sniper,48,Underbarrel,MAL_SR.part_underbarrel_02_multitaser,Alt Fire - Shock Field
25,Maliwan,Sniper,49,Underbarrel,MAL_SR.part_underbarrel_01_singularity,Alt Fire - Singularity Grenade Launcher
25,Maliwan,Sniper,50,Foregrip,MAL_SR.part_foregrip_02,+Fire Rate
25,Maliwan,Sniper,51,Foregrip,MAL_SR.part_foregrip_03,+Accuracy
25,Maliwan,Sniper,52,Foregrip,MAL_SR.part_foregrip_01,+Damage
25,Maliwan,Sniper,53,Underbarrel,MAL_SR.part_underbarrel_03_rocketpod,Alt Fire - Rocket Pod
25,Maliwan,Sniper,54,Underbarrel,MAL_SR.part_underbarrel_04_atlas,Atlas Tracker Darts
25,Maliwan,Sniper,55,Manufacturer Part,MAL_SR.part_secondary_ammo_smg,Daedalus SMG Ammo
25,Maliwan,Sniper,56,Manufacturer Part,MAL_SR.part_secondary_ammo_sg,Daedalus Shotgun Ammo
25,Maliwan,Sniper,57,Manufacturer Part,MAL_SR.part_secondary_ammo_ar,Daedalus AR Ammo
25,Maliwan,Sniper,58,Manufacturer Part,MAL_SR.part_secondary_ammo_ps,Daedalus Pistol Ammo
25,Maliwan,Sniper,60,Barrel,MAL_SR.part_barrel_02_katagawa,"Katagawa's Revenge, 1522 Damage, 89% Acc, 1.5/s FR"
25,Maliwan,Sniper,62,Foregrip,MAL_SR.part_foregrip_04,No Stat Changes
25,Maliwan,Sniper,63,Stat Modifier,MAL_SR.part_mag_05_borg_barrel_02,2.4s Reload
25,Maliwan,Sniper,64,Stat Modifier,MAL_SR.part_mag_05_borg_barrel_01,2.4s Reload
25,Maliwan,Sniper,65,Barrel Accessory,MAL_SR.part_barrel_01_a,+Damage
25,Maliwan,Sniper,66,Barrel Accessory,MAL_SR.part_barrel_01_b,No Stat Changes
25,Maliwan,Sniper,67,Barrel Accessory,MAL_SR.part_barrel_01_c,No Stat Changes
25,Maliwan,Sniper,68,Barrel Accessory,MAL_SR.part_barrel_01_d,+Accuracy
25,Maliwan,Sniper,69,Barrel Accessory,MAL_SR.part_barrel_02_a,+Damage
25,Maliwan,Sniper,70,Barrel Accessory,MAL_SR.part_barrel_02_b,No Stat Changes
25,Maliwan,Sniper,71,Barrel Accessory,MAL_SR.part_barrel_02_c,+Fire Rate
25,Maliwan,Sniper,72,Barrel Accessory,MAL_SR.part_barrel_02_d,+Fire Rate
25,Maliwan,Sniper,73,Manufacturer Part,MAL_SR.part_barrel_licensed_jak,+Crit Damage
25,Maliwan,Sniper,74,Manufacturer Part,MAL_SR.part_barrel_licensed_ted,"Tediore Reload, no stat changes"
25,Maliwan,Sniper,75,Manufacturer Part,MAL_SR.part_barrel_licensed_ted_shooting,"Tediore Shooting, no stat changes"
25,Maliwan,Sniper,76,Manufacturer Part,MAL_SR.part_barrel_licensed_ted_mirv,"Tediore MIRV, no stat changes"
25,Maliwan,Sniper,77,Manufacturer Part,MAL_SR.part_barrel_licensed_ted_combo,"Tediore Combo, no stat changes"
25,Maliwan,Sniper,78,Manufacturer Part,MAL_SR.part_barrel_licensed_hyp,"Hyperion Shield visual accessory, no stat changes"
25,Maliwan,Sniper,79,Barrel,MAL_SR.part_barrel_01_asher,"Asher's Rise, 1522 Damage, 89% Acc, 6.6/s FR"
15,Order,Assault Rifle,1,Scope,ORD_AR.part_scope_02_lens_02_gmr,ADS +++Zoom
15,Order,Assault Rifle,2,Barrel,ORD_AR.part_barrel_02_gmr,"G.M.R., 1785 Damage, 65% Acc, 4.0/s FR"
15,Order,Assault Rifle,3,Body Accessory,ORD_AR.part_body_a,-Reload Speed
15,Order,Assault Rifle,4,Body Accessory,ORD_AR.part_body_b,+Damage
15,Order,Assault Rifle,5,Body Accessory,ORD_AR.part_body_c,+Accuracy
15,Order,Assault Rifle,6,Body Accessory,ORD_AR.part_body_d,+Crit Damage
15,Order,Assault Rifle,7,Barrel,ORD_AR.part_barrel_01,"Indiction, 1115 Damage, 89% Acc, 5.5/s FR"
15,Order,Assault Rifle,8,Barrel,ORD_AR.part_barrel_02,"Schema, 982 Damage, 88% Acc, 6.5/s FR"
15,Order,Assault Rifle,9,Manufacturer Part,ORD_AR.part_shield_default,Hyperion Shield
15,Order,Assault Rifle,10,Manufacturer Part,ORD_AR.part_shield_ricochet,Hyperion Ricochet Shield
15,Order,Assault Rifle,11,Manufacturer Part,ORD_AR.part_shield_ammo,Hyperion Absorb Shield
15,Order,Assault Rifle,12,Manufacturer Part,ORD_AR.part_shield_amp,Hyperion Amp Shield
15,Order,Assault Rifle,13,Magazine,ORD_AR.part_mag_01,"1.9s Reload, 18 Shots"
15,Order,Assault Rifle,14,Magazine,ORD_AR.part_mag_02,"2.3s Reload, -Damage, 24 Shots"
15,Order,Assault Rifle,15,Magazine,ORD_AR.part_mag_04_cov,"3.7s Reload, +Damage, -Acc, 34 Shots, CoV Mag"
15,Order,Assault Rifle,16,Magazine,ORD_AR.part_mag_05_borg,"2.3s Reload, -Damage, +Fire Rate, 30 Shots, RIpper Mag"
15,Order,Assault Rifle,17,Stat Modifier,ORD_AR.part_mag_ted_thrown_01,2.0s Reload
15,Order,Assault Rifle,18,Stat Modifier,ORD_AR.part_mag_ted_thrown_02,2.0s Reload
15,Order,Assault Rifle,19,Stat Modifier,ORD_AR.part_mag_ted_thrown_03_tor,2.0s Reload
15,Order,Assault Rifle,20,Stat Modifier,ORD_AR.part_mag_ted_thrown_04_cov,3.0s Reload
15,Order,Assault Rifle,21,Stat Modifier,ORD_AR.part_mag_ted_thrown_05_bor,3.0s Reload
15,Order,Assault Rifle,22,Scope,ORD_AR.part_scope_02_lens_02,ADS +++Zoom
15,Order,Assault Rifle,23,Scope,ORD_AR.part_scope_02_lens_01,ADS +++Zoom
15,Order,Assault Rifle,24,Scope,ORD_AR.part_scope_01_lens_02,ADS ++Zoom
15,Order,Assault Rifle,25,Scope,ORD_AR.part_scope_01_lens_01,ADS +Zoom
15,Order,Assault Rifle,26,Scope,ORD_AR.part_scope_ironsight,ADS
