Code,Name,Manufacturer,Item Type,Part Type,Description,Info,Elemental
{16:39},VLA_SR.part_grip_05b_ted_homing,Vladof,Sniper,Grip,,,Tediore reload modifier: Homing
{16:40},VLA_SR.part_grip_05a_ted_legs,Vladof,Sniper,Grip,,,Tediore reload modifier: Legs
{16:41},VLA_SR.part_grip_04_hyp,Vladof,Sniper,Grip,,,Hyperion Grip
{16:42},VLA_SR.part_grip_01,Vladof,Sniper,Grip,,,+Damage
{16:43},VLA_SR.part_grip_02,Vladof,Sniper,Grip,,,+Fire Rate
{16:44},VLA_SR.part_grip_03,Vladof,Sniper,Grip,,,-Reload Speed
{16:45},VLA_SR.part_underbarrel_06_malswitch,Vladof,Sniper,Underbarrel,,,Maliwan Element Switch
{16:46},VLA_SR.part_underbarrel_05_ammoswitcher,Vladof,Sniper,Underbarrel,,,Daedalus Ammo Switch
{16:47},VLA_SR.part_underbarrel_04_atlas_ball,Vladof,Sniper,Underbarrel,,,Atlas Tracker Grenades
{16:48},VLA_SR.part_underbarrel_02_rocket,Vladof,Sniper,Underbarrel,,,Alt Fire - Big Rocket
{16:49},VLA_SR.part_underbarrel_07_secondbarrel,Vladof,Sniper,Underbarrel,,,Alt Fire - Extra Barrel
{16:50},VLA_SR.part_underbarrel_03_bipod,Vladof,Sniper,Underbarrel,,,Alt Fire - Bipod
{16:51},VLA_SR.part_underbarrel_04_atlas,Vladof,Sniper,Underbarrel,,,Atlas Tracker Darts
{16:52},VLA_SR.part_underbarrel_01_shotgun,Vladof,Sniper,Underbarrel,,,Alt Fire - Shotgun
{16:53},VLA_SR.part_underbarrel_shotgun_acc,Vladof,Sniper,Underbarrel Accessory,,,Increases Shotgun Damage
{16:54},VLA_SR.part_underbarrel_rocket_acc,Vladof,Sniper,Underbarrel Accessory,,,Increases Big Rocket Damage
{16:55},VLA_SR.part_underbarrel_bipod_acc,Vladof,Sniper,Underbarrel Accessory,,,Alt Fire - Motile Bipod
{16:56},VLA_SR.part_underbarrel_secondbarrel_acc_a,Vladof,Sniper,Underbarrel Accessory,,,Extra Barrel Acc - No Stat Changes
{16:57},VLA_SR.part_underbarrel_secondbarrel_acc_b,Vladof,Sniper,Underbarrel Accessory,,,Extra Barrel Acc - +Ammo
{16:58},VLA_SR.part_underbarrel_secondbarrel_acc_c,Vladof,Sniper,Underbarrel Accessory,,,Extra Barrel Acc - No Stat Changes
{16:59},VLA_SR.part_foregrip_01,Vladof,Sniper,Foregrip,,,+Damage
{16:60},VLA_SR.part_foregrip_02,Vladof,Sniper,Foregrip,,,+Fire Rate
{16:61},VLA_SR.part_foregrip_03,Vladof,Sniper,Foregrip,,,+Accuracy
{16:62},VLA_SR.part_secondary_ammo_smg,Vladof,Sniper,Manufacturer Part,,,Daedalus SMG Ammo
{16:63},VLA_SR.part_secondary_ammo_sg,Vladof,Sniper,Manufacturer Part,,,Daedalus Shotgun Ammo
{16:64},VLA_SR.part_secondary_ammo_ar,Vladof,Sniper,Manufacturer Part,,,Daedalus AR Ammo
{16:65},VLA_SR.part_secondary_ammo_ps,Vladof,Sniper,Manufacturer Part,,,Daedalus Pistol Ammo
{16:66},VLA_SR.part_rarity,Vladof,Sniper,Rarity,Finity XXL Skin,,Can be used for skin
{16:67},VLA_SR.part_rarity,Vladof,Sniper,Rarity,Stop Gap Skin,,Can be used for skin
{16:68},VLA_SR.part_barrel_crowdsourced,Vladof,Sniper,Barrel,,,Midnight Defiance
{16:69},VLA_SR.part_rarity,Vladof,Sniper,Rarity,Midnight Defiance Skin,,Can be used for skin
{16:71},VLA_SR.part_grip_04_hyp_finnty,Vladof,Sniper,Grip,,,Changed to Upgraded Finnity XXX-L
{16:72},VLA_SR.part_barrel_01_stopgap,Vladof,Sniper,Barrel,,,Stop Gap
{16:73},VLA_SR.part_barrel_01_a,Vladof,Sniper,Barrel Accessory,,,+Damage
{16:74},VLA_SR.part_barrel_01_b,Vladof,Sniper,Barrel Accessory,,,+Crit Damage
{16:75},VLA_SR.part_barrel_01_c,Vladof,Sniper,Barrel Accessory,,,+Ammo
{16:76},VLA_SR.part_barrel_01_d,Vladof,Sniper,Barrel Accessory,,,+Ammo
{16:77},VLA_SR.part_barrel_02_a,Vladof,Sniper,Barrel Accessory,,,+Damage
{16:78},VLA_SR.part_barrel_02_b,Vladof,Sniper,Barrel Accessory,,,No Stat Changes
{16:79},VLA_SR.part_barrel_02_c,Vladof,Sniper,Barrel Accessory,,,+Fire Rate
{16:80},VLA_SR.part_barrel_02_d,Vladof,Sniper,Barrel Accessory,,,+Fire Rate
{16:81},VLA_SR.part_barrel_licensed_ted,Vladof,Sniper,Manufacturer Part,,,Tediore Reload
{16:82},VLA_SR.part_barrel_licensed_ted_shooting,Vladof,Sniper,Manufacturer Part,,,Tediore Shooting
{16:83},VLA_SR.part_barrel_licensed_ted_combo,Vladof,Sniper,Manufacturer Part,,,Tediore Combo
{16:84},VLA_SR.part_barrel_licensed_ted_mirv,Vladof,Sniper,Manufacturer Part,,,Tediore MIRV
{16:85},VLA_SR.part_barrel_licensed_hyp,Vladof,Sniper,Manufacturer Part,,,Hyperion Shield visual accessory
{16:86},VLA_SR.part_grip_05c_ted_jav,Vladof,Sniper,Grip,,,Tediore reload modifier: Javelin
{17:1},TOR_AR.comp_05_legendary_Bugbear,Torgue,Assault Rifle,Rarity,Bugbear,,Can be used for skin
{17:2},TOR_AR.part_body,Torgue,Assault Rifle,Body,,,No Stat Changes
{17:3},TOR_AR.part_body_a,Torgue,Assault Rifle,Body Accessory,,,-Reload Speed
{17:4},TOR_AR.part_body_b,Torgue,Assault Rifle,Body Accessory,,,+Damage
{17:5},TOR_AR.part_body_c,Torgue,Assault Rifle,Body Accessory,,,+Accuracy
{17:6},TOR_AR.part_body_d,Torgue,Assault Rifle,Body Accessory,,,No Stat Changes
{17:7},TOR_AR.part_barrel_01,Torgue,Assault Rifle,Barrel,,,Handle
{17:8},TOR_AR.part_barrel_02,Torgue,Assault Rifle,Barrel,,,Truncheon
{17:9},TOR_AR.part_shield_default,Torgue,Assault Rifle,Manufacturer Part,,,Hyperion Shield
{17:10},TOR_AR.part_shield_ricochet,Torgue,Assault Rifle,Manufacturer Part,,,Hyperion Ricochet Shield
{17:11},TOR_AR.part_shield_ammo,Torgue,Assault Rifle,Manufacturer Part,,,Hyperion Absorb Shield
{17:12},TOR_AR.part_shield_amp,Torgue,Assault Rifle,Manufacturer Part,,,Hyperion Amp Shield
{17:13},TOR_AR.part_mag_01,Torgue,Assault Rifle,Magazine,,,2.0s Reload
{17:14},TOR_AR.part_mag_02,Torgue,Assault Rifle,Magazine,,,2.8s Reload
{17:15},TOR_AR.part_mag_04_cov,Torgue,Assault Rifle,Magazine,,,4.0s Reload
{17:16},TOR_AR.part_mag_05_borg,Torgue,Assault Rifle,Magazine,,,2.4s Reload
{17:17},TOR_AR.part_mag_ted_thrown_01,Torgue,Assault Rifle,Stat Modifier,,,2.0s Reload
{17:18},TOR_AR.part_mag_ted_thrown_02,Torgue,Assault Rifle,Stat Modifier,,,2.0s Reload
{17:19},TOR_AR.part_mag_ted_thrown_04_cov,Torgue,Assault Rifle,Stat Modifier,,,3.0s Reload
{17:20},TOR_AR.part_mag_ted_thrown_05_bor,Torgue,Assault Rifle,Stat Modifier,,,3.0s Reload
{17:21},TOR_AR.part_scope_ironsight,Torgue,Assault Rifle,Scope,,,ADS
{17:22},TOR_AR.part_scope_01_lens_01,Torgue,Assault Rifle,Scope,,,ADS
{17:23},TOR_AR.part_scope_01_lens_02,Torgue,Assault Rifle,Scope,,,ADS +Zoom
{17:24},TOR_AR.part_scope_02_lens_01,Torgue,Assault Rifle,Scope,,,ADS ++Zoom
{17:25},TOR_AR.part_scope_02_lens_02,Torgue,Assault Rifle,Scope,,,ADS ++Zoom
{17:26},TOR_AR.part_scope_acc_s01_l01_a,Torgue,Assault Rifle,Scope Accessory,,,+Damage
{17:27},TOR_AR.part_scope_acc_s01_l01_b,Torgue,Assault Rifle,Scope Accessory,,,-Reload Speed
{17:28},TOR_AR.part_scope_acc_s02_l01_a,Torgue,Assault Rifle,Scope Accessory,,,No Stat Changes
{17:29},TOR_AR.part_scope_acc_s02_l01_b,Torgue,Assault Rifle,Scope Accessory,,,+Blast Radius
{17:30},TOR_AR.part_scope_acc_s01_l02_a,Torgue,Assault Rifle,Scope Accessory,,,+Damage
{17:31},TOR_AR.part_scope_acc_s01_l02_b,Torgue,Assault Rifle,Scope Accessory,,,-Reload Speed
{17:32},TOR_AR.part_scope_acc_s02_l02_a,Torgue,Assault Rifle,Scope Accessory,,,No Stat Changes
{17:33},TOR_AR.part_scope_acc_s02_l02_b,Torgue,Assault Rifle,Scope Accessory,,,+Blast Radius
{17:34},TOR_AR.part_grip_05a_ted_legs,Torgue,Assault Rifle,Grip,,,Tediore reload modifier: Legs
{17:35},TOR_AR.part_grip_05c_ted_jav,Torgue,Assault Rifle,Grip,,,Tediore reload modifier: Javelin
{17:36},TOR_AR.part_grip_05b_ted_homing,Torgue,Assault Rifle,Grip,,,Tediore reload modifier: Homing
{17:37},TOR_AR.part_grip_01,Torgue,Assault Rifle,Grip,,,+Damage
{17:38},TOR_AR.part_grip_02,Torgue,Assault Rifle,Grip,,,+Fire Rate
{17:39},TOR_AR.part_grip_03,Torgue,Assault Rifle,Grip,,,-Reload Speed
{17:40},TOR_AR.part_grip_04_hyp,Torgue,Assault Rifle,Grip,,,Hyperion Grip
{17:41},TOR_AR.part_underbarrel_05_ammoswitcher,Torgue,Assault Rifle,Underbarrel,,,Daedalus Ammo Switch
{17:42},TOR_AR.part_underbarrel_06_malswitch,Torgue,Assault Rifle,Underbarrel,,,Maliwan Element Switch
{17:43},TOR_AR.part_underbarrel_01_mirvgrenade,Torgue,Assault Rifle,Underbarrel,,,Alt Fire - MIRV Grenade Launcher
{17:44},TOR_AR.part_underbarrel_04_atlas_ball,Torgue,Assault Rifle,Underbarrel,,,Atlas Tracker Grenades
{17:45},TOR_AR.part_underbarrel_03_airstrike,Torgue,Assault Rifle,Underbarrel,,,Alt Fire - Airstrike
{17:46},TOR_AR.part_foregrip_02,Torgue,Assault Rifle,Foregrip,,,+Fire Rate
{17:47},TOR_AR.part_foregrip_03,Torgue,Assault Rifle,Foregrip,,,+Blast Radius
{17:48},TOR_AR.part_secondary_ammo_smg,Torgue,Assault Rifle,Manufacturer Part,,,Daedalus SMG Ammo
{17:49},TOR_AR.part_secondary_ammo_sg,Torgue,Assault Rifle,Manufacturer Part,,,Daedalus Shotgun Ammo
{17:50},TOR_AR.part_secondary_ammo_ps,Torgue,Assault Rifle,Manufacturer Part,,,Daedalus Pistol Ammo
{17:51},TOR_AR.part_secondary_ammo_sr,Torgue,Assault Rifle,Manufacturer Part,,,Daedalus SR Ammo
{17:52},TOR_AR.part_body,Torgue,Assault Rifle,Body,,,No Stat Changes
{17:53},TOR_AR.comp_Brenda_weapon,Torgue,Assault Rifle,Rarity,,,
{17:54},TOR_AR.part_barrel_02_bugbear,Torgue,Assault Rifle,Barrel,,,Bugbear
{17:55},TOR_AR.part_barrel_coldshoulder,Torgue,Assault Rifle,Barrel,,,Cold Shoulder
{17:56},TOR_AR.comp_05_legendary_coldshoulder,Torgue,Assault Rifle,Rarity,Cold Shoulder,,Can be used for skin
{17:57},TOR_AR.part_foregrip_01_pt,Torgue,Assault Rifle,Foregrip,,,+Damage
{17:79},TOR_AR.part_foregrip_03_fleabag,Torgue,Assault Rifle,Foregrip,,,Fleabag
{17:80},TOR_AR.part_foregrip_02_fleabag,Torgue,Assault Rifle,Foregrip,,,Fleabag
{17:81},TOR_AR.part_foregrip_01_fleabag,Torgue,Assault Rifle,Foregrip,,,Fleabag
{17:82},TOR_AR.part_barrel_fleabag,Torgue,Assault Rifle,Barrel,,,Fleabag
{17:83},TOR_AR.comp_05_legendary_fleabag,Torgue,Assault Rifle,Rarity,Fleabag,,Can be used for skin
{17:58},TOR_AR.part_barrel_01_a,Torgue,Assault Rifle,Barrel Accessory,,,+Damage
{17:59},TOR_AR.part_barrel_01_b,Torgue,Assault Rifle,Barrel Accessory,,,+Damage
{17:60},TOR_AR.part_barrel_01_c,Torgue,Assault Rifle,Barrel Accessory,,,+Blast Radius
{17:61},TOR_AR.part_barrel_01_d,Torgue,Assault Rifle,Barrel Accessory,,,+Accuracy
{17:62},TOR_AR.part_barrel_02_a,Torgue,Assault Rifle,Barrel Accessory,,,+Damage
{17:63},TOR_AR.part_barrel_02_b,Torgue,Assault Rifle,Barrel Accessory,,,+Accuracy
{17:64},TOR_AR.part_barrel_02_c,Torgue,Assault Rifle,Barrel Accessory,,,+Fire Rate
{17:65},TOR_AR.part_barrel_02_d,Torgue,Assault Rifle,Barrel Accessory,,,+Fire Rate
{17:66},TOR_AR.part_barrel_licensed_jak,Torgue,Assault Rifle,Manufacturer Part,,,Jakobs Ricochet
{17:67},TOR_AR.part_barrel_licensed_ted,Torgue,Assault Rifle,Manufacturer Part,,,Tediore Reload
{17:68},TOR_AR.part_barrel_licensed_ted_shooting,Torgue,Assault Rifle,Manufacturer Part,,,Tediore Shooting
{17:69},TOR_AR.part_barrel_licensed_ted_mirv,Torgue,Assault Rifle,Manufacturer Part,,,Tediore MIRV
{17:70},TOR_AR.part_barrel_licensed_ted_combo,Torgue,Assault Rifle,Manufacturer Part,,,Tediore Combo
{17:71},TOR_AR.part_barrel_licensed_hyp,Torgue,Assault Rifle,Manufacturer Part,,,Hyperion Shield visual accessory
{17:72},TOR_AR.part_underbarrel_02_shotgun,Torgue,Assault Rifle,Underbarrel,,,Alt Fire - Sticky Shotgun
{17:73},TOR_AR.part_underbarrel_04_atlas,Torgue,Assault Rifle,Underbarrel,,,Atlas Tracker Darts
{17:74},TOR_AR.part_foregrip_01,Torgue,Assault Rifle,Foregrip,,,+Damage
{17:75},TOR_AR.part_foregrip_03_pt,Torgue,Assault Rifle,Foregrip,,,+Blast Radius
{17:76},TOR_AR.part_foregrip_02_pt,Torgue,Assault Rifle,Foregrip,,,+Fire Rate
{17:77},TOR_AR.part_barrel_potatothrower,Torgue,Assault Rifle,Barrel,,,Potato Thrower IV
{17:78},TOR_AR.comp_05_legendary_PotatoThrower,Torgue,Assault Rifle,Rarity,Potato Thrower IV,,Can be used for skin
{17:95},TOR_AR.comp_01_common,Torgue,Assault Rifle,Rarity,,,
{17:96},TOR_AR.comp_02_uncommon,Torgue,Assault Rifle,Rarity,,,
{17:97},TOR_AR.comp_03_rare,Torgue,Assault Rifle,Rarity,,,
{17:98},TOR_AR.comp_04_epic,Torgue,Assault Rifle,Rarity,,,
{18:1},VLA_AR.part_barrel_01_lucian,Vladof,Assault Rifle,Barrel,,,Lucian's Flank
{18:2},VLA_AR.part_body,Vladof,Assault Rifle,Body,,,No Stat Changes
{18:3},VLA_AR.part_body_a,Vladof,Assault Rifle,Body Accessory,,,-Reload Speed
{18:4},VLA_AR.part_body_b,Vladof,Assault Rifle,Body Accessory,,,+Ammo
{18:5},VLA_AR.part_body_c,Vladof,Assault Rifle,Body Accessory,,,+Accuracy
{18:6},VLA_AR.part_body_d,Vladof,Assault Rifle,Body Accessory,,,No Stat Changes
{18:7},VLA_AR.part_barrel_01,Vladof,Assault Rifle,Barrel,,,Buzzymuzz
{18:8},VLA_AR.part_barrel_02,Vladof,Assault Rifle,Barrel,,,Gruppagrak
{18:9},VLA_AR.part_shield_default,Vladof,Assault Rifle,Manufacturer Part,,,Hyperion Shield
{18:10},VLA_AR.part_shield_ricochet,Vladof,Assault Rifle,Manufacturer Part,,,Hyperion Ricochet Shield
{18:11},VLA_AR.part_shield_ammo,Vladof,Assault Rifle,Manufacturer Part,,,Hyperion Absorb Shield
{18:12},VLA_AR.part_shield_amp,Vladof,Assault Rifle,Manufacturer Part,,,Hyperion Amp Shield
{18:13},VLA_AR.part_mag_01,Vladof,Assault Rifle,Magazine,,,2.9s Reload
{18:14},VLA_AR.part_mag_02,Vladof,Assault Rifle,Magazine,,,3.4s Reload
{18:15},VLA_AR.part_mag_03_tor,Vladof,Assault Rifle,Magazine,,,2.8s Reload
{18:16},VLA_AR.part_mag_04_cov,Vladof,Assault Rifle,Magazine,,,5.5s Reload
{18:17},VLA_AR.part_mag_05_borg,Vladof,Assault Rifle,Magazine,,,3.7s Reload
{18:18},VLA_AR.part_mag_torgue_normal,Vladof,Assault Rifle,Manufacturer Part,,,Torgue Impact Gyrojets
{18:19},VLA_AR.part_mag_torgue_sticky,Vladof,Assault Rifle,Manufacturer Part,,,Torgue Sticky Gyrojets
{18:20},VLA_AR.part_mag_ted_thrown_01,Vladof,Assault Rifle,Stat Modifier,,,2.0s Reload
{18:21},VLA_AR.part_mag_ted_thrown_02,Vladof,Assault Rifle,Stat Modifier,,,2.0s Reload
{18:22},VLA_AR.part_mag_ted_thrown_03_tor,Vladof,Assault Rifle,Stat Modifier,,,2.0s Reload
{18:23},VLA_AR.part_mag_ted_thrown_04_cov,Vladof,Assault Rifle,Stat Modifier,,,3.0s Reload
{18:24},VLA_AR.part_mag_ted_thrown_05_bor,Vladof,Assault Rifle,Stat Modifier,,,3.0s Reload
{18:25},VLA_AR.part_scope_ironsight,Vladof,Assault Rifle,Scope,,,ADS
{18:26},VLA_AR.part_scope_01_lens_01,Vladof,Assault Rifle,Scope,,,ADS +Zoom
{18:27},VLA_AR.part_scope_01_lens_02,Vladof,Assault Rifle,Scope,,,ADS +Zoom
{18:28},VLA_AR.part_scope_02_lens_01,Vladof,Assault Rifle,Scope,,,ADS +++Zoom
{18:29},VLA_AR.part_scope_02_lens_02,Vladof,Assault Rifle,Scope,,,ADS ++Zoom
{18:30},VLA_AR.part_scope_acc_s01_l01_a,Vladof,Assault Rifle,Scope Accessory,,,+Damage
{18:31},VLA_AR.part_scope_acc_s01_l01_b,Vladof,Assault Rifle,Scope Accessory,,,-Reload Speed
{18:32},VLA_AR.part_scope_acc_s02_l01_a,Vladof,Assault Rifle,Scope Accessory,,,No Stat Changes
{18:33},VLA_AR.part_scope_acc_s02_l01_b,Vladof,Assault Rifle,Scope Accessory,,,+Ammo
{18:34},VLA_AR.part_scope_acc_s01_l02_a,Vladof,Assault Rifle,Scope Accessory,,,+Damage
{18:35},VLA_AR.part_scope_acc_s01_l02_b,Vladof,Assault Rifle,Scope Accessory,,,-Reload Speed
{18:36},VLA_AR.part_scope_acc_s02_l02_a,Vladof,Assault Rifle,Scope Accessory,,,No Stat Changes
{18:37},VLA_AR.part_scope_acc_s02_l02_b,Vladof,Assault Rifle,Scope Accessory,,,+Ammo
{18:38},VLA_AR.part_grip_05a_ted_legs,Vladof,Assault Rifle,Grip,,,Tediore reload modifier: Legs
{18:39},VLA_AR.part_grip_05c_ted_jav,Vladof,Assault Rifle,Grip,,,Tediore reload modifier: Javelin
{18:40},VLA_AR.part_grip_05b_ted_homing,Vladof,Assault Rifle,Grip,,,Tediore reload modifier: Homing
{18:41},VLA_AR.part_grip_01,Vladof,Assault Rifle,Grip,,,+Damage
{18:42},VLA_AR.part_grip_02,Vladof,Assault Rifle,Grip,,,+Fire Rate
{18:43},VLA_AR.part_grip_03,Vladof,Assault Rifle,Grip,,,-Reload Speed
{18:44},VLA_AR.part_grip_04_hyp,Vladof,Assault Rifle,Grip,,,Hyperion Grip
{18:45},VLA_AR.part_underbarrel_05_ammoswitcher,Vladof,Assault Rifle,Underbarrel,,,Daedalus Ammo Switch
{18:46},VLA_AR.part_underbarrel_04_atlas_ball,Vladof,Assault Rifle,Underbarrel,,,Atlas Tracker Grenades
{18:47},VLA_AR.part_underbarrel_04_atlas,Vladof,Assault Rifle,Underbarrel,,,Atlas Tracker Darts
{18:48},VLA_AR.part_underbarrel_03_bipod,Vladof,Assault Rifle,Underbarrel,,,Alt Fire - Bipod
{18:49},VLA_AR.part_underbarrel_01_grenadelauncher,Vladof,Assault Rifle,Underbarrel,,,Alt Fire - Grenade Launcher
{18:50},VLA_AR.part_underbarrel_grenade_acc,Vladof,Assault Rifle,Underbarrel Accessory,,,Grenade Launcher Acc - No Stat Changes
{18:51},VLA_AR.part_underbarrel_shotgun_acc,Vladof,Assault Rifle,Underbarrel Accessory,,,Increases Shotgun Damage
{18:52},VLA_AR.part_underbarrel_bipod_acc,Vladof,Assault Rifle,Underbarrel Accessory,,,Alt Fire - Motile Bipod
{18:53},VLA_AR.part_underbarrel_secondbarrel_acc_a,Vladof,Assault Rifle,Underbarrel Accessory,,,Extra Barrel Acc - No Stat Changes
{18:54},VLA_AR.part_underbarrel_secondbarrel_acc_b,Vladof,Assault Rifle,Underbarrel Accessory,,,Extra Barrel Acc - +Ammo
{18:55},VLA_AR.part_underbarrel_secondbarrel_acc_c,Vladof,Assault Rifle,Underbarrel Accessory,,,Extra Barrel Acc - No Stat Changes
{18:56},VLA_AR.part_foregrip_01,Vladof,Assault Rifle,Foregrip,,,+Damage
{18:57},VLA_AR.part_foregrip_02,Vladof,Assault Rifle,Foregrip,,,+Fire Rate
{18:58},VLA_AR.part_foregrip_03,Vladof,Assault Rifle,Foregrip,,,+Accuracy
{18:59},VLA_AR.part_secondary_ammo_ps,Vladof,Assault Rifle,Manufacturer Part,,,Daedalus Pistol Ammo
{18:60},VLA_AR.part_secondary_ammo_sg,Vladof,Assault Rifle,Manufacturer Part,,,Daedalus Shotgun Ammo
{18:61},VLA_AR.part_secondary_ammo_sm,Vladof,Assault Rifle,Manufacturer Part,,,Daedalus SMG Ammo
{18:62},VLA_AR.part_secondary_ammo_sr,Vladof,Assault Rifle,Manufacturer Part,,,Daedalus SR Ammo
{18:63},VLA_AR.comp_05_legendary_Lucian,Vladof,Assault Rifle,Rarity,Lucian's Flank,,
{18:64},VLA_AR.part_barrel_01_wombocombo,Vladof,Assault Rifle,Barrel,,,Wombo Combo
{18:65},VLA_AR.comp_05_legendary_WomboCombo,Vladof,Assault Rifle,Rarity,Wombo Combo,,
{18:66},VLA_AR.part_underbarrel_07_acc_vis,Vladof,Assault Rifle,Underbarrel Accessory,,,Dual Damage Acc - No Stat Changes
{18:67},VLA_AR.part_underbarrel_07_b,Vladof,Assault Rifle,Underbarrel Accessory,,,Dual Damage Acc - No Stat Changes
{18:69},VLA_AR.part_underbarrel_07_dualdamage,Vladof,Assault Rifle,Underbarrel,,,Aegon's Dream Alt Fire - Extra Barrel
{18:70},VLA_AR.part_barrel_01_dualdamage,Vladof,Assault Rifle,Barrel,,,Aegon's Dream
{18:71},VLA_AR.part_barrel_licensed_ted_combo,Vladof,Assault Rifle,Manufacturer Part,,,Tediore Combo
{18:72},VLA_AR.part_barrel_01_a,Vladof,Assault Rifle,Barrel Accessory,,,+Damage
{18:73},VLA_AR.part_barrel_01_b,Vladof,Assault Rifle,Barrel Accessory,,,+Crit Damage
{18:74},VLA_AR.part_barrel_01_c,Vladof,Assault Rifle,Barrel Accessory,,,+Ammo
{18:75},VLA_AR.part_barrel_01_d,Vladof,Assault Rifle,Barrel Accessory,,,+Accuracy
{18:76},VLA_AR.part_barrel_02_a,Vladof,Assault Rifle,Barrel Accessory,,,+Damage
{18:77},VLA_AR.part_barrel_02_b,Vladof,Assault Rifle,Barrel Accessory,,,+Accuracy
{18:78},VLA_AR.part_barrel_02_c,Vladof,Assault Rifle,Barrel Accessory,,,+Fire Rate
{18:79},VLA_AR.part_barrel_02_d,Vladof,Assault Rifle,Barrel Accessory,,,+Fire Rate
{18:80},VLA_AR.part_barrel_licensed_jak,Vladof,Assault Rifle,Manufacturer Part,,,Jakobs Ricochet
{18:81},VLA_AR.part_barrel_licensed_ted,Vladof,Assault Rifle,Manufacturer Part,,,Tediore Reload
{18:82},VLA_AR.part_barrel_licensed_ted_shooting,Vladof,Assault Rifle,Manufacturer Part,,,Tediore Shooting
{18:83},VLA_AR.part_barrel_licensed_ted_mirv,Vladof,Assault Rifle,Manufacturer Part,,,Tediore MIRV
{18:84},VLA_AR.part_barrel_licensed_hyp,Vladof,Assault Rifle,Manufacturer Part,,,Hyperion Shield visual accessory
{18:85},VLA_AR.part_underbarrel_06_malswitch,Vladof,Assault Rifle,Underbarrel,,,Maliwan Element Switch
{18:86},VLA_AR.part_underbarrel_07_secondbarrel,Vladof,Assault Rifle,Underbarrel,,,Alt Fire - Extra Barrel
{18:87},VLA_AR.part_underbarrel_02_shotgun,Vladof,Assault Rifle,Underbarrel,,,Alt Fire - Shotgun
{18:88},VLA_AR.comp_05_legendary_DualDamage,Vladof,Assault Rifle,Rarity,Aegon's Dream,,
{18:99},VLA_AR.part_barrel_01_bubbles,Vladof,Assault Rifle,Barrel,,,Bubbles
{18:100},VLA_AR.comp_05_legendary_bubbles,Vladof,Assault Rifle,Rarity,Bubbles,,Can be used for skin
{18:89},VLA_AR.part_underbarrel_overdrive_acc,Vladof,Assault Rifle,Underbarrel Accessory,,,Overdrive Acc - No Stat Changes
{18:90},VLA_AR.part_underbarrel_wf_overdrive,Vladof,Assault Rifle,Underbarrel,,,Overdrive - Switches to a secondary Magazine that can be fired on Full Auto - Perk: Overdrive
{18:92},VLA_AR.part_underbarrel_02_wf_scrapcannon,Vladof,Assault Rifle,Underbarrel,,,Scrap Cannon - Fires a spread of shrapnel from teh Underbarrel - Perk: Scrap canon
{18:93},VLA_AR.comp_05_legendary_WF,Vladof,Assault Rifle,Rarity,Whiskey Foxtrot,,
{18:95},VLA_AR.comp_01_common,Vladof,Assault Rifle,Rarity,,,
{18:96},VLA_AR.comp_02_uncommon,Vladof,Assault Rifle,Rarity,,,
{18:97},VLA_AR.comp_03_rare,Vladof,Assault Rifle,Rarity,,,
{18:98},VLA_AR.comp_04_epic,Vladof,Assault Rifle,Rarity,,,
{19:1},BOR_SM.comp_05_legendary_prince,Ripper,SMG,Rarity,Prince Harming,,
{19:2},BOR_SM.part_body,Ripper,SMG,Body,,,No Stat Changes
{19:3},BOR_SM.part_body_a,Ripper,SMG,Body Accessory,,,-Reload Speed
{19:4},BOR_SM.part_body_b,Ripper,SMG,Body Accessory,,,+Ammo
{19:5},BOR_SM.part_body_c,Ripper,SMG,Body Accessory,,,+Accuracy
{19:6},BOR_SM.part_body_d,Ripper,SMG,Body Accessory,,,No Stat Changes
{19:7},BOR_SM.part_barrel_01,Ripper,SMG,Barrel,,,Phage
{19:8},BOR_SM.part_barrel_02,Ripper,SMG,Barrel,,,Infestation
{19:9},BOR_SM.part_shield_default,Ripper,SMG,Manufacturer Part,,,Hyperion Shield
{19:10},BOR_SM.part_shield_ricochet,Ripper,SMG,Manufacturer Part,,,Hyperion Ricochet Shield
{19:11},BOR_SM.part_shield_ammo,Ripper,SMG,Manufacturer Part,,,Hyperion Absorb Shield
{19:12},BOR_SM.part_shield_amp,Ripper,SMG,Manufacturer Part,,,Hyperion Amp Shield
{19:13},BOR_SM.part_mag_01,Ripper,SMG,Magazine,,,2.1s Reload
{19:14},BOR_SM.part_mag_02,Ripper,SMG,Magazine,,,2.7s Reload
{19:15},BOR_SM.part_mag_03_tor,Ripper,SMG,Magazine,,,2.4s Reload
{19:16},BOR_SM.part_mag_04_cov,Ripper,SMG,Magazine,,,3.1s Reload
{19:17},BOR_SM.part_barrel_02_prince,Ripper,SMG,Barrel,,,Prince Harming
{19:19},BOR_SM.comp_05_legendary_hellfire,Ripper,SMG,Rarity,Hellfire,,
{19:20},BOR_SM.part_barrel_01_hellfire,Ripper,SMG,Barrel,,,Hellfire
{19:21},BOR_SM.part_underbarrel_05_Roil,Ripper,SMG,Underbarrel,,,Switch for Roil
{19:22},BOR_SM.part_mag_ted_thrown_01,Ripper,SMG,Stat Modifier,,,2.0s Reload
{19:23},BOR_SM.part_mag_ted_thrown_02,Ripper,SMG,Stat Modifier,,,2.0s Reload
{19:24},BOR_SM.part_mag_ted_thrown_03_tor,Ripper,SMG,Stat Modifier,,,2.0s Reload
