source,code,Manufacturer,Weapon Type,ID,Part Type,String,Model Name,"Stats (Level 50, Common)",Effects,Requirements,Stats
Item-Editor.html,{13:79},,,79,,DAD_AR.part_shield_ricochet,Hyperion Ricochet Shield,Hyperion Ricochet Shield mod,Hyperion Ricochet Shield mod,,Hyperion Ricochet Shield mod
Item-Editor.html,{13:80},,,80,,DAD_AR.part_shield_ammo,Hyperion Absorb Shield,Hyperion Absorb Shield mod,Hyperion Absorb Shield mod,,Hyperion Absorb Shield mod
Item-Editor.html,{13:81},,,81,,DAD_AR.part_shield_amp,Hyperion Amp Shield,Hyperion Amp Shield mod,Hyperion Amp Shield mod,,Hyperion Amp Shield mod
Item-Editor.html,{13:24},,,24,,DAD_AR.part_mag_01,"2.1s Reload, 28 shots","2.1s Reload, 28 shots mod","2.1s Reload, 28 shots mod",,"2.1s Reload, 28 shots mod"
Item-Editor.html,{13:25},,,25,,DAD_AR.part_mag_02,"2.6s Reload, 36 shots","2.6s Reload, 36 shots mod","2.6s Reload, 36 shots mod",,"2.6s Reload, 36 shots mod"
Item-Editor.html,{13:26},,,26,,DAD_AR.part_mag_03_tor,"2.0s Reload, +Damage, -Fire Rate, 20 shots, Torgue Mag","2.0s Reload, +Damage, -Fire Rate, 20 shots, Torgue Mag mod","2.0s Reload, +Damage, -Fire Rate, 20 shots, Torgue Mag mod",,"2.0s Reload, +Damage, -Fire Rate, 20 shots, Torgue Mag mod"
Item-Editor.html,{13:27},,,27,,DAD_AR.part_mag_04_cov,"4.3s Reload, +Damage, -Acc, 50 shots to overheat, CoV Mag","4.3s Reload, +Damage, -Acc, 50 shots to overheat, CoV Mag mod","4.3s Reload, +Damage, -Acc, 50 shots to overheat, CoV Mag mod",,"4.3s Reload, +Damage, -Acc, 50 shots to overheat, CoV Mag mod"
Item-Editor.html,{13:28},,,28,,DAD_AR.part_mag_05_borg,"3.0s Reload, +Damage, +Acc, +Fire Rate, 44 shots, Ripper Mag","3.0s Reload, +Damage, +Acc, +Fire Rate, 44 shots, Ripper Mag mod","3.0s Reload, +Damage, +Acc, +Fire Rate, 44 shots, Ripper Mag mod",,"3.0s Reload, +Damage, +Acc, +Fire Rate, 44 shots, Ripper Mag mod"
Item-Editor.html,{13:30},,,30,,DAD_AR.part_mag_ted_thrown_01,2.0s Reload,2.0s Reload mod,2.0s Reload mod,,2.0s Reload mod
Item-Editor.html,{13:31},,,31,,DAD_AR.part_mag_ted_thrown_02,2.0s Reload,2.0s Reload mod,2.0s Reload mod,,2.0s Reload mod
Item-Editor.html,{13:33},,,33,,DAD_AR.part_mag_ted_thrown_03_tor,2.0s Reload,2.0s Reload mod,2.0s Reload mod,,2.0s Reload mod
Item-Editor.html,{13:34},,,34,,DAD_AR.part_mag_ted_thrown_04_cov,3.0s Reload,3.0s Reload mod,3.0s Reload mod,,3.0s Reload mod
Item-Editor.html,{13:35},,,35,,DAD_AR.part_mag_ted_thrown_05_bor,3.0s Reload,3.0s Reload mod,3.0s Reload mod,,3.0s Reload mod
Item-Editor.html,{13:37},,,37,,DAD_AR.part_scope_02_lens_02,ADS ++++Zoom,ADS ++++Zoom mod,ADS ++++Zoom mod,,ADS ++++Zoom mod
Item-Editor.html,{13:38},,,38,,DAD_AR.part_scope_02_lens_01,ADS +++Zoom,ADS +++Zoom mod,ADS +++Zoom mod,,ADS +++Zoom mod
Item-Editor.html,{13:39},,,39,,DAD_AR.part_scope_01_lens_02,ADS ++Zoom,ADS ++Zoom mod,ADS ++Zoom mod,,ADS ++Zoom mod
Item-Editor.html,{13:40},,,40,,DAD_AR.part_scope_01_lens_01,ADS +Zoom,ADS +Zoom mod,ADS +Zoom mod,,ADS +Zoom mod
Item-Editor.html,{13:41},,,41,,DAD_AR.part_scope_ironsight,ADS,ADS mod,ADS mod,,ADS mod
Item-Editor.html,{13:42},,,42,,DAD_AR.part_scope_acc_s01_l01_a,"Extra borders, Mag Counter",Fire Rate mod,"Extra borders, Mag Counter",,Fire Rate mod
Item-Editor.html,{13:43},,,43,,DAD_AR.part_scope_acc_s01_l01_b,Extra borders,Damage mod,Extra borders,,Damage mod
Item-Editor.html,{13:44},,,44,,DAD_AR.part_scope_acc_s01_l02_a,"Extra central visual, Mag Counter",Fire Rate mod,"Extra central visual, Mag Counter",,Fire Rate mod
Item-Editor.html,{13:45},,,45,,DAD_AR.part_scope_acc_s01_l02_b,Blue and green lines on right of crosshair,Damage mod,Blue and green lines on right of crosshair,,Damage mod
Item-Editor.html,{13:46},,,46,,DAD_AR.part_scope_acc_s02_l01_a,"Radar, Damage type indicator, Extra borders",ADS prof mod,"Radar, Damage type indicator, Extra borders",,ADS prof mod
Item-Editor.html,{13:47},,,47,,DAD_AR.part_scope_acc_s02_l01_b,Extra red visuals on scope,Crit Damage mod,Extra red visuals on scope,,Crit Damage mod
Item-Editor.html,{13:48},,,48,,DAD_AR.part_scope_acc_s02_l02_a,"Extra borders, Damage type indicator",ADS prof mod,"Extra borders, Damage type indicator",,ADS prof mod
Item-Editor.html,{13:49},,,49,,DAD_AR.part_scope_acc_s02_l02_b,Extra borders,Crit Damage mod,Extra borders,,Crit Damage mod
Item-Editor.html,{13:50},,,50,,DAD_AR.part_grip_05c_ted_jav,"Tediore reload modifier: Javelin, no stat changes","Tediore reload modifier: Javelin, no stat changes","Tediore reload modifier: Javelin, no stat changes",,"Tediore reload modifier: Javelin, no stat changes"
Item-Editor.html,{13:51},,,51,,DAD_AR.part_grip_05a_ted_legs,"Tediore reload modifier: Legs, no stat changes","Tediore reload modifier: Legs, no stat changes","Tediore reload modifier: Legs, no stat changes",,"Tediore reload modifier: Legs, no stat changes"
Item-Editor.html,{13:52},,,52,,DAD_AR.part_grip_05b_ted_homing,"Tediore reload modifier: Homing, no stat changes","Tediore reload modifier: Homing, no stat changes","Tediore reload modifier: Homing, no stat changes",,"Tediore reload modifier: Homing, no stat changes"
Item-Editor.html,{13:53},,,53,,DAD_AR.part_grip_01,+Damage,Damage mod,Damage mod,,Damage mod
Item-Editor.html,{13:54},,,54,,DAD_AR.part_grip_02,+Fire Rate,Fire Rate mod,Fire Rate mod,,Fire Rate mod
Item-Editor.html,{13:55},,,55,,DAD_AR.part_grip_03,-Reload Speed,Reload Speed mod,Reload Speed mod,,Reload Speed mod
Item-Editor.html,{13:56},,,56,,DAD_AR.part_grip_04_hyp,Hyperion Grip,"Hyperion Grip, -Acc, Acc increases with continuous fire mod","Hyperion Grip, -Acc, Acc increases with continuous fire mod",,"Hyperion Grip, -Acc, Acc increases with continuous fire mod"
Item-Editor.html,{13:58},,,58,,DAD_AR.part_underbarrel_04_atlas_ball,Atlas Tracker Grenades,Atlas Tracker Grenades mod,Atlas Tracker Grenades mod,,Atlas Tracker Grenades mod
Item-Editor.html,{13:59},,,59,,DAD_AR.part_underbarrel_04_atlas,Atlas Tracker Darts,Atlas Tracker Darts mod,Atlas Tracker Darts mod,,Atlas Tracker Darts mod
Item-Editor.html,{13:60},,,60,,DAD_AR.part_underbarrel_06_malswitch,Maliwan Element Switch,Maliwan Element Switch mod,Used for Maliwan elemental switch,,Maliwan Element Switch mod
Item-Editor.html,{13:61},,,61,,DAD_AR.part_underbarrel_02_shotgun,Alt Fire - Shotgun,Alt Fire - Shotgun mod,Alt Fire - Shotgun mod,,Alt Fire - Shotgun mod
Item-Editor.html,{13:62},,,62,,DAD_AR.part_underbarrel_03_microrocket,Alt Fire - Micro-Rocket POD,Alt Fire - Micro-Rocket POD mod,Alt Fire - Micro-Rocket POD mod,,Alt Fire - Micro-Rocket POD mod
Item-Editor.html,{13:63},,,63,,DAD_AR.part_underbarrel_01_grenade,Alt Fire - Grenade Launcher,Alt Fire - Grenade Launcher mod,Alt Fire - Grenade Launcher mod,,Alt Fire - Grenade Launcher mod
Item-Editor.html,{13:67},,,67,,DAD_AR.part_underbarrel_01_grenade_om,Alt-Fire Grenades/Fire Hazard,Alt-Fire Launches Grenades that deal Incindeary Damage and spawn a Fire Hazard,Alt-Fire Launches Grenades that deal Incindeary Damage and spawn a Fire Hazard,,Alt-Fire Launches Grenades that deal Incindeary Damage and spawn a Fire Hazard
Item-Editor.html,{13:75},,,75,,DAD_AR.part_underbarrel_om_spacelaser,Alt-Fire Space Laser,Space Laser mod,Alt-Fire Calls down a Space Laser,,Space Laser mod
Item-Editor.html,{13:76},,,76,,DAD_AR.part_underbarrel_06_star_helix,Star Helix Underbarrel,Star Helix Underbarrel mod,Vertical mode for Constellation,,Star Helix Underbarrel mod
Item-Editor.html,{13:64},,,64,,DAD_AR.part_foregrip_01,+Damage,Damage mod,Damage mod,,Damage mod
Item-Editor.html,{13:65},,,65,,DAD_AR.part_foregrip_02,+Fire Rate,Fire Rate mod,Fire Rate mod,,Fire Rate mod
Item-Editor.html,{13:66},,,66,,DAD_AR.part_foregrip_03,+Accuracy,Accuracy mod,Accuracy mod,,Accuracy mod
Item-Editor.html,{13:95},,,95,,DAD_AR.comp_01_common,Common,"Item Type ID: 13, Item ID: 95 mod","Item Type ID: 13, Item ID: 95 mod",,"Item Type ID: 13, Item ID: 95 mod"
Item-Editor.html,{13:96},,,96,,DAD_AR.comp_02_uncommon,Uncommon,"Item Type ID: 13, Item ID: 96 mod","Item Type ID: 13, Item ID: 96 mod",,"Item Type ID: 13, Item ID: 96 mod"
Item-Editor.html,{13:97},,,97,,DAD_AR.comp_03_rare,Rare,"Item Type ID: 13, Item ID: 97 mod","Item Type ID: 13, Item ID: 97 mod",,"Item Type ID: 13, Item ID: 97 mod"
Item-Editor.html,{13:98},,,98,,DAD_AR.comp_04_epic,Epic,"Item Type ID: 13, Item ID: 98 mod","Item Type ID: 13, Item ID: 98 mod",,"Item Type ID: 13, Item ID: 98 mod"
Item-Editor.html,{13:85},,,85,,DAD_AR.comp_05_legendary_FirstImpression,Legendary - First Impression,"Item Type ID: 13, Item ID: 85 mod",First Impression - Pre-Order,,"Item Type ID: 13, Item ID: 85 mod"
Item-Editor.html,{13:72},,,72,,DAD_AR.comp_05_legendary_Lumberjack,Legendary - Bloody Lumberjack,"Item Type ID: 13, Item ID: 72 mod",Bloody Lumberjack,,"Item Type ID: 13, Item ID: 72 mod"
Item-Editor.html,{13:100},,,100,,DAD_AR.comp_05_legendary_OM,Legendary - Oscar Mike,"Item Type ID: 13, Item ID: 100 mod",Oscar Mike,,"Item Type ID: 13, Item ID: 100 mod"
Item-Editor.html,{13:73},,,73,,DAD_AR.comp_05_legendary_star_helix,Legendary - Star Helix,"Item Type ID: 13, Item ID: 73 mod",Star Helix,,"Item Type ID: 13, Item ID: 73 mod"
Item-Editor.html,{13:1},,,1,,DAD_AR.part_body,DAD_AR_Body,"No Stat Changes, always present","No Stat Changes, always present",,"No Stat Changes, always present"
Item-Editor.html,{13:36},,,36,,DAD_AR.part_body_bolt,DAD_AR_Body_Bolt,"No Stat Changes, always present","No Stat Changes, always present",,"No Stat Changes, always present"
Item-Editor.html,{2:1},,,1,,DAD_PS.part_barrel_01_zipgun,Zipper,Prison Rules - Grants +75% Critical Damage and +75% Damage when hitting a target in the back,Prison Rules - Grants +75% Critical Damage and +75% Damage when hitting a target in the back,,Prison Rules - Grants +75% Critical Damage and +75% Damage when hitting a target in the back
Item-Editor.html,{2:7},,,7,,DAD_PS.part_barrel_01,S23,"S23, 692 Damage, 75% Acc, 6.0/s FR mod","S23, 692 Damage, 75% Acc, 6.0/s FR mod",,"S23, 692 Damage, 75% Acc, 6.0/s FR mod"
Item-Editor.html,{2:8},,,8,,DAD_PS.part_barrel_02,Bonn-91,"Bonn-91, 714 Damage, 76% Acc, 5.8/s FR mod","Bonn-91, 714 Damage, 76% Acc, 5.8/s FR mod",,"Bonn-91, 714 Damage, 76% Acc, 5.8/s FR mod"
Item-Editor.html,{2:78},,,78,,DAD_PS.part_barrel_02_rangefinder,Rangefinder,"Rangefinder, 812 Damage, 85% Acc, 5.5/s FR mod",Precision,,"Rangefinder, 812 Damage, 85% Acc, 5.5/s FR mod"
Item-Editor.html,{2:3},,,3,,DAD_PS.part_body_a,-Reload Speed,Reload Speed mod,Reload Speed mod,,Reload Speed mod
Item-Editor.html,{2:4},,,4,,DAD_PS.part_body_b,-Reload Speed,Reload Speed mod,Reload Speed mod,,Reload Speed mod
Item-Editor.html,{2:5},,,5,,DAD_PS.part_body_c,+Accuracy,Accuracy mod,Accuracy mod,,Accuracy mod
Item-Editor.html,{2:6},,,6,,DAD_PS.part_body_d,DAD_PS_Body_D,DAD_PS_Body_D mod,Used for Daedalus Underbarrels,,DAD_PS_Body_D mod
Item-Editor.html,{2:9},,,9,,DAD_PS.part_shield_default,Hyperion Shield,Hyperion Shield mod,Hyperion Shield mod,,Hyperion Shield mod
Item-Editor.html,{2:10},,,10,,DAD_PS.part_shield_ricochet,Hyperion Ricochet Shield,Hyperion Ricochet Shield mod,Hyperion Ricochet Shield mod,,Hyperion Ricochet Shield mod
Item-Editor.html,{2:11},,,11,,DAD_PS.part_shield_ammo,Hyperion Absorb Shield,Hyperion Absorb Shield mod,Hyperion Absorb Shield mod,,Hyperion Absorb Shield mod
Item-Editor.html,{2:12},,,12,,DAD_PS.part_shield_amp,Hyperion Amp Shield,Hyperion Amp Shield mod,Hyperion Amp Shield mod,,Hyperion Amp Shield mod
Item-Editor.html,{2:18},,,18,,DAD_PS.part_mag_torgue_normal,Torgue Impact Gyrojets,Torgue Impact Gyrojets mod,Torgue Impact Gyrojets mod,,Torgue Impact Gyrojets mod
Item-Editor.html,{2:19},,,19,,DAD_PS.part_mag_torgue_sticky,Torgue Sticky Gyrojets,Torgue Sticky Gyrojets mod,Torgue Sticky Gyrojets mod,,Torgue Sticky Gyrojets mod
Item-Editor.html,{2:51},,,51,,DAD_PS.part_body_mag_smg,Daedalus SMG Ammo,Daedalus SMG Ammo mod,Daedalus SMG Ammo mod,,Daedalus SMG Ammo mod
Item-Editor.html,{2:52},,,52,,DAD_PS.part_body_mag_ar,Daedalus AR Ammo,Daedalus AR Ammo mod,Daedalus AR Ammo mod,,Daedalus AR Ammo mod
Item-Editor.html,{2:53},,,53,,DAD_PS.part_body_mag_sr,Daedalus SR Ammo,Daedalus SR Ammo mod,Daedalus SR Ammo mod,,Daedalus SR Ammo mod
Item-Editor.html,{2:68},,,68,,DAD_PS.part_barrel_licensed_jak,Jakobs Ricochet,Jakobs Ricochet mod,Jakobs Ricochet mod,,Jakobs Ricochet mod
Item-Editor.html,{2:69},,,69,,DAD_PS.part_barrel_licensed_ted,PS Ted,"Tediore Reload, no stat changes","Tediore Reload, no stat changes",,"Tediore Reload, no stat changes"
Item-Editor.html,{2:70},,,70,,DAD_PS.part_barrel_licensed_ted_shooting,PS Shooting,"Tediore Shooting, no stat changes","Tediore Shooting, no stat changes",,"Tediore Shooting, no stat changes"
Item-Editor.html,{2:71},,,71,,DAD_PS.part_barrel_licensed_ted_mirv,"Tediore MIRV, no stat changes","Tediore MIRV, no stat changes mod","Tediore MIRV, no stat changes mod",,"Tediore MIRV, no stat changes mod"
Item-Editor.html,{2:72},,,72,,DAD_PS.part_barrel_licensed_ted_combo,"Tediore Combo, no stat changes","Tediore Combo, no stat changes mod","Tediore Combo, no stat changes mod",,"Tediore Combo, no stat changes mod"
Item-Editor.html,{2:73},,,73,,DAD_PS.part_barrel_licensed_hyp,PS Hyp,"Hyperion Shield visual accessory, no stat changes","Hyperion Shield visual accessory, no stat changes",,"Hyperion Shield visual accessory, no stat changes"
Item-Editor.html,{2:77},,,77,,DAD_PS.part_body_mag_sg,Daedalus Shotgun Ammo,Daedalus Shotgun Ammo mod,Daedalus Shotgun Ammo mod,,Daedalus Shotgun Ammo mod
Item-Editor.html,{2:13},,,13,,DAD_PS.part_mag_01,"2.0s Reload, +Damage, 16 Shots","2.0s Reload, +Damage, 16 Shots mod","2.0s Reload, +Damage, 16 Shots mod",,"2.0s Reload, +Damage, 16 Shots mod"
Item-Editor.html,{2:14},,,14,,DAD_PS.part_mag_02,"2.7s Reload, +Damage, 20 Shots","2.7s Reload, +Damage, 20 Shots mod","2.7s Reload, +Damage, 20 Shots mod",,"2.7s Reload, +Damage, 20 Shots mod"
Item-Editor.html,{2:15},,,15,,DAD_PS.part_mag_03_tor,"2.4s Reload, +Damage, +Acc, -Fire Rate, 12 Shots, Torgue","2.4s Reload, +Damage, +Acc, -Fire Rate, 12 Shots, Torgue mod","2.4s Reload, +Damage, +Acc, -Fire Rate, 12 Shots, Torgue mod",,"2.4s Reload, +Damage, +Acc, -Fire Rate, 12 Shots, Torgue mod"
Item-Editor.html,{2:16},,,16,,DAD_PS.part_mag_04_cov,"3.5s Reload, +Damage, -Acc, 25 Shots, CoV Mag","3.5s Reload, +Damage, -Acc, 25 Shots, CoV Mag mod","3.5s Reload, +Damage, -Acc, 25 Shots, CoV Mag mod",,"3.5s Reload, +Damage, -Acc, 25 Shots, CoV Mag mod"
Item-Editor.html,{2:17},,,17,,DAD_PS.part_mag_05_borg,"2.1s Reload, ++Fire Rate, 28 Shots, Ripper Mag","2.1s Reload, ++Fire Rate, 28 Shots, Ripper Mag mod","2.1s Reload, ++Fire Rate, 28 Shots, Ripper Mag mod",,"2.1s Reload, ++Fire Rate, 28 Shots, Ripper Mag mod"
Item-Editor.html,{2:20},,,20,,DAD_PS.part_mag_ted_thrown_01,2.0s Reload,2.0s Reload mod,2.0s Reload mod,,2.0s Reload mod
Item-Editor.html,{2:21},,,21,,DAD_PS.part_mag_ted_thrown_02,2.0s Reload,2.0s Reload mod,2.0s Reload mod,,2.0s Reload mod
Item-Editor.html,{2:22},,,22,,DAD_PS.part_mag_ted_thrown_03_tor,2.0s Reload,2.0s Reload mod,2.0s Reload mod,,2.0s Reload mod
Item-Editor.html,{2:23},,,23,,DAD_PS.part_mag_ted_thrown_04_cov,3.0s Reload,3.0s Reload mod,3.0s Reload mod,,3.0s Reload mod
Item-Editor.html,{2:24},,,24,,DAD_PS.part_mag_ted_thrown_05_bor,3.0s Reload,3.0s Reload mod,3.0s Reload mod,,3.0s Reload mod
Item-Editor.html,{2:57},,,57,,DAD_PS.part_mag_05_borg_barrel_02,Borg Barrel 02,"1.8s Reload, -Damage, -Fire Rate mod",Use with RIpper Mag (17) and Barrel 02 (8),,"1.8s Reload, -Damage, -Fire Rate mod"
Item-Editor.html,{2:58},,,58,,DAD_PS.part_mag_05_borg_barrel_01,Borg Barrel 01,"1.8s Reload, -Damage, -Fire Rate mod",Use with RIpper Mag (17) and Barrel 01 (7),,"1.8s Reload, -Damage, -Fire Rate mod"
Item-Editor.html,{2:25},,,25,,DAD_PS.part_scope_ironsight,ADS,ADS mod,ADS mod,,ADS mod
Item-Editor.html,{2:26},,,26,,DAD_PS.part_scope_01_lens_01,ADS,ADS mod,ADS mod,,ADS mod
Item-Editor.html,{2:27},,,27,,DAD_PS.part_scope_01_lens_02,ADS +Zoom,ADS +Zoom mod,ADS +Zoom mod,,ADS +Zoom mod
Item-Editor.html,{2:28},,,28,,DAD_PS.part_scope_02_lens_01,ADS ++Zoom,ADS ++Zoom mod,ADS ++Zoom mod,,ADS ++Zoom mod
Item-Editor.html,{2:29},,,29,,DAD_PS.part_scope_02_lens_02,ADS ++Zoom,ADS ++Zoom mod,ADS ++Zoom mod,,ADS ++Zoom mod
Item-Editor.html,{2:30},,,30,,DAD_PS.part_scope_acc_s01_l01_a,+Damage,Damage mod,HUD Elements,,Damage mod
Item-Editor.html,{2:31},,,31,,DAD_PS.part_scope_acc_s01_l01_b,-Reload Speed,Reload Speed mod,Mag Gauge,,Reload Speed mod
Item-Editor.html,{2:32},,,32,,DAD_PS.part_scope_acc_s02_l01_a,Distance,ADS prof mod,Distance,,ADS prof mod
Item-Editor.html,{2:33},,,33,,DAD_PS.part_scope_acc_s02_l01_b,+Crit Damage,Crit Damage mod,Damage Type,,Crit Damage mod
Item-Editor.html,{2:34},,,34,,DAD_PS.part_scope_acc_s01_l02_a,+Damage,Damage mod,Mag Counter,,Damage mod
Item-Editor.html,{2:35},,,35,,DAD_PS.part_scope_acc_s01_l02_b,-Reload Speed,Reload Speed mod,HUD Elements,,Reload Speed mod
Item-Editor.html,{2:36},,,36,,DAD_PS.part_scope_acc_s02_l02_a,HUD Elements,ADS prof mod,HUD Elements,,ADS prof mod
Item-Editor.html,{2:37},,,37,,DAD_PS.part_scope_acc_s02_l02_b,+Crit Damage,Crit Damage mod,Mag Counter,,Crit Damage mod
Item-Editor.html,{2:38},,,38,,DAD_PS.part_grip_05c_ted_jav,"Tediore reload modifier: Javelin, no stat changes","Tediore reload modifier: Javelin, no stat changes","Tediore reload modifier: Javelin, no stat changes",,"Tediore reload modifier: Javelin, no stat changes"
Item-Editor.html,{2:39},,,39,,DAD_PS.part_grip_05a_ted_legs,"Tediore reload modifier: Legs, no stat changes","Tediore reload modifier: Legs, no stat changes","Tediore reload modifier: Legs, no stat changes",,"Tediore reload modifier: Legs, no stat changes"
Item-Editor.html,{2:40},,,40,,DAD_PS.part_grip_05b_ted_homing,"Tediore reload modifier: Homing, no stat changes","Tediore reload modifier: Homing, no stat changes","Tediore reload modifier: Homing, no stat changes",,"Tediore reload modifier: Homing, no stat changes"
Item-Editor.html,{2:41},,,41,,DAD_PS.part_grip_04_hyp,Hyperion Grip,"Hyperion Grip, -Acc, Acc increases with continuous fire mod","Hyperion Grip, -Acc, Acc increases with continuous fire mod",,"Hyperion Grip, -Acc, Acc increases with continuous fire mod"
Item-Editor.html,{2:42},,,42,,DAD_PS.part_grip_01,+Damage,Damage mod,Damage mod,,Damage mod
Item-Editor.html,{2:43},,,43,,DAD_PS.part_grip_02,+Fire Rate,Fire Rate mod,Fire Rate mod,,Fire Rate mod
Item-Editor.html,{2:44},,,44,,DAD_PS.part_grip_03,-Reload Speed,Reload Speed mod,Reload Speed mod,,Reload Speed mod
Item-Editor.html,{2:45},,,45,,DAD_PS.part_underbarrel_06_malswitch,Maliwan Element Switch,Maliwan Element Switch mod,Used for Maliwan elemental switch,,Maliwan Element Switch mod
Item-Editor.html,{2:46},,,46,,DAD_PS.part_underbarrel_04_atlas_ball,Atlas Tracker Grenades,Atlas Tracker Grenades mod,Atlas Tracker Grenades mod,,Atlas Tracker Grenades mod
Item-Editor.html,{2:47},,,47,,DAD_PS.part_underbarrel_02_knifelauncher,Alt Fire - Tactical Knife Launcher,Alt Fire - Tactical Knife Launcher mod,Fires a Knife that deals XXX Damage per shot,,Alt Fire - Tactical Knife Launcher mod
Item-Editor.html,{2:48},,,48,,DAD_PS.part_underbarrel_01_taser,Alt Fire - Taser,Alt Fire - Taser mod,Alt Fire - Taser mod,,Alt Fire - Taser mod
Item-Editor.html,{2:74},,,74,,DAD_PS.part_underbarrel_04_atlas,Atlas Tracker Darts,Atlas Tracker Darts mod,Atlas Tracker Darts mod,,Atlas Tracker Darts mod
Item-Editor.html,{2:75},,,75,,DAD_PS.part_underbarrel_03_semtex,Alt Fire - Demolition Charge,"Fires timed explosives, each dealing XXX x 3 Damage","Fires timed explosives, each dealing XXX x 3 Damage",,"Fires timed explosives, each dealing XXX x 3 Damage"
Item-Editor.html,{2:49},,,49,,DAD_PS.part_foregrip_02,+Fire Rate,Fire Rate mod,Fire Rate mod,,Fire Rate mod
Item-Editor.html,{2:50},,,50,,DAD_PS.part_foregrip_03,+Accuracy,Accuracy mod,Accuracy mod,,Accuracy mod
Item-Editor.html,{2:76},,,76,,DAD_PS.part_foregrip_01,+Damage,Damage mod,Damage mod,,Damage mod
Item-Editor.html,{2:60},,,60,,DAD_PS.part_barrel_01_a,+Damage,Damage mod,Damage mod,,Damage mod
Item-Editor.html,{2:61},,,61,,DAD_PS.part_barrel_01_b,+Accuracy,Accuracy mod,Accuracy mod,,Accuracy mod
Item-Editor.html,{2:62},,,62,,DAD_PS.part_barrel_01_c,+Fire Rate,Fire Rate mod,Fire Rate mod,,Fire Rate mod
Item-Editor.html,{2:63},,,63,,DAD_PS.part_barrel_01_d,+Fire Rate,Fire Rate mod,Fire Rate mod,,Fire Rate mod
Item-Editor.html,{2:64},,,64,,DAD_PS.part_barrel_02_a,+Damage,Damage mod,Damage mod,,Damage mod
Item-Editor.html,{2:65},,,65,,DAD_PS.part_barrel_02_b,+Crit Damage,Crit Damage mod,Crit Damage mod,,Crit Damage mod
Item-Editor.html,{2:66},,,66,,DAD_PS.part_barrel_02_c,+Accuracy,Accuracy mod,Accuracy mod,,Accuracy mod
Item-Editor.html,{2:67},,,67,,DAD_PS.part_barrel_02_d,+Accuracy,Accuracy mod,Accuracy mod,,Accuracy mod
Item-Editor.html,{2:95},,,95,,DAD_PS.comp_01_common,Common,"Item Type ID: 2, Item ID: 95 mod","Item Type ID: 2, Item ID: 95 mod",,"Item Type ID: 2, Item ID: 95 mod"
Item-Editor.html,{2:96},,,96,,DAD_PS.comp_02_uncommon,Uncommon,"Item Type ID: 2, Item ID: 96 mod","Item Type ID: 2, Item ID: 96 mod",,"Item Type ID: 2, Item ID: 96 mod"
Item-Editor.html,{2:97},,,97,,DAD_PS.comp_03_rare,Rare,"Item Type ID: 2, Item ID: 97 mod","Item Type ID: 2, Item ID: 97 mod",,"Item Type ID: 2, Item ID: 97 mod"
Item-Editor.html,{2:98},,,98,,DAD_PS.comp_04_epic,Epic,"Item Type ID: 2, Item ID: 98 mod","Item Type ID: 2, Item ID: 98 mod",,"Item Type ID: 2, Item ID: 98 mod"
Item-Editor.html,{2:59},,,59,,DAD_PS.comp_05_legendary_rangefinder,Legendary - Rangefinder,"Item Type ID: 2, Item ID: 59 mod",Rangefinder,,"Item Type ID: 2, Item ID: 59 mod"
Item-Editor.html,{2:54},,,54,,DAD_PS.comp_05_legendary_Zipgun,Legendary - Zipper,"Item Type ID: 2, Item ID: 54 mod",Zipper,,"Item Type ID: 2, Item ID: 54 mod"
Item-Editor.html,{2:2},,,2,,DAD_PS.part_body,DAD_PS_Body,"No Stat Changes, always present","No Stat Changes, always present",,"No Stat Changes, always present"
Item-Editor.html,{8:3},,,3,,DAD_SG.part_body_a,-Reload Speed,Reload Speed mod,Reload Speed mod,,Reload Speed mod
Item-Editor.html,{8:4},,,4,,DAD_SG.part_body_b,-Reload Speed,Reload Speed mod,Reload Speed mod,,Reload Speed mod
Item-Editor.html,{8:5},,,5,,DAD_SG.part_body_c,+Accuracy,Accuracy mod,Accuracy mod,,Accuracy mod
Item-Editor.html,{8:6},,,6,,DAD_SG.part_body_d,DAD_SG_Body_D,DAD_SG_Body_D mod,DAD_SG_Body_D mod,,DAD_SG_Body_D mod
Item-Editor.html,{8:7},,,7,,DAD_SG.part_barrel_01,Caliburn,"Caliburn, 265 x 6 Damage, 55% Acc, 4.2/s FR mod","Caliburn, 265 x 6 Damage, 55% Acc, 4.2/s FR mod",,"Caliburn, 265 x 6 Damage, 55% Acc, 4.2/s FR mod"
Item-Editor.html,{8:8},,,8,,DAD_SG.part_barrel_02,Durendal,"Durendal, 432 x 4 Damage, 65% Acc, 3.5/s FR mod","Durendal, 432 x 4 Damage, 65% Acc, 3.5/s FR mod",,"Durendal, 432 x 4 Damage, 65% Acc, 3.5/s FR mod"
Item-Editor.html,{8:52},,,52,,DAD_SG.part_barrel_01_bod,Bod,"All-Arounder - Counts as a SHotgun, an Assault Rifle, a Sniper Rifle, a Pistol, and an SMG","All-Arounder - Counts as a SHotgun, an Assault Rifle, a Sniper Rifle, a Pistol, and an SMG",,"All-Arounder - Counts as a SHotgun, an Assault Rifle, a Sniper Rifle, a Pistol, and an SMG"
Item-Editor.html,{8:54},,,54,,DAD_SG.part_barrel_heartgun,Acey May,"Acey May, 279 x 14 Damage, 65% Acc, 2.0/s FR mod",LUV,,"Acey May, 279 x 14 Damage, 65% Acc, 2.0/s FR mod"
